máu	OTH
ít	OTH
máu	OTH
có_thể	OTH
được	OTH
tiêu_hoá	OTH
và	OTH
chúng_ta	OTH
đi_tiêu	B-TT
ra	I-TT
phân	I-TT
màu	I-TT
đen	I-TT
dính	OTH
mùi	OTH
tanh	OTH


trong	OTH
những	OTH
trường_hợp	OTH
hiếm	OTH
chảy	OTH
máu	OTH
lượng	OTH
nhiều	OTH
chúng_ta	OTH
có_thể	OTH
tiêu	B-TT
ra	I-TT
máu	I-TT
đỏ	I-TT


ở	OTH
giai_đoạn	OTH
đầu	OTH
bệnh	OTH
đau	OTH
mắt_hột	OTH
gây	OTH
viêm	OTH
kết_mạc	OTH
mắt	B-TT
sưng	I-TT
đỏ	I-TT

bao_gồm	OTH
ngứa	B-TT
nhẹ	I-TT
do	OTH
kích_ứng	OTH
mắt	OTH
và	OTH
mí	OTH
mắt	OTH
chảy	B-TT
dịch	I-TT
vàng	I-TT
ghèn	OTH
từ	OTH
mắt	OTH


khi	OTH
nhiễm_trùng	OTH
tiến_triển	OTH
sẽ	OTH
gây	OTH
đau	B-TT
mắt	I-TT
và	OTH
mờ	B-TT
mắt	I-TT

nó	OTH
có_thể	OTH
dẫn	OTH
đến	OTH
sực	OTH
xuất_hiện	OTH
của	OTH
loét	B-TT
giác_mạc	I-TT


suy_giảmp	B-TT
thị_lực	I-TT
một	OTH
phần	OTH
hay	OTH
hoàn_toàn	OTH
sẽ	OTH
ảnh_hưởng	OTH
đến	OTH
sinh_hoạt	OTH
của	OTH
bạn	OTH
và	OTH
những	OTH
người_thân	OTH
trong	OTH
gia_đình	OTH


ngứa_mắt	B-TT
do	OTH
bị	OTH
kích_ứng	OTH


chảyp	B-TT
nước_mắt	I-TT

cảm_thấy	B-TT
đau	I-TT
mắt	I-TT
giảm	B-TT
thị_lực	I-TT

nhạy_cảm	B-TT
với	I-TT
ánh_sáng	I-TT
như	OTH
sợ	B-TT
ánh_sáng	I-TT

mắt_đỏp	B-TT

mắt	B-TT
sưng	I-TT
đỏ	I-TT
có_thể	OTH
kèm	OTH
theo	OTH
đau	B-TT
mắt	I-TT
và	OTH
chảy	B-TT
nước_mắt	I-TT


rất	OTH
nhạy_cảm	B-TT
với	I-TT
ánh_sáng	I-TT
như	OTH
sợ	B-TT
ánh_sáng	I-TT


nhìn	B-TT
mờ	I-TT
do	OTH
giảm	B-TT
thị_lực	I-TT


hiện_tượng	OTH
ruồi	OTH
bay	OTH
bạn	OTH
có_thể	OTH
thấy	B-TT
những	I-TT
đốm	I-TT
đen	I-TT
hoặc	OTH
xám	OTH
sợi	OTH
mảnh	OTH
hoặc	OTH
giống	OTH
mạng_nhện	OTH


triệu_chứng	OTH
toàn_thân	OTH
đi	OTH
kèm	OTH
như	OTH
sốt	B-TT
sụt	B-TT
cân	I-TT
đau	B-TT
khớp	I-TT
mệt_mỏi	B-TT
…	OTH
hay	OTH
mệt_mỏi	B-TT
khó	B-TT
thở	I-TT
đặc_biệt	OTH
là	OTH
khi	B-TG
tăng_cường	I-TG
vận_động	I-TG


hồi_hộp	B-TT
đánh	B-TT
trống_ngực	I-TT
tim	B-TT
đập	I-TT
nhanh	I-TT


rối_loạn	B-TT
nhịp	I-TT


choáng_váng	B-TT
khi	B-TG
thay_đổi	I-TG
tư_thế	I-TG


đau	B-TT
ngực	I-TT
từ	OTH
âm_ỉ	OTH
nặng	OTH
ngực	OTH
cho	OTH
tới	OTH
đau_nhói	B-TT
nhiều	OTH


hop	B-TT
ra	I-TT
máu	I-TT


khó	B-TT
thở	I-TT
khi	B-TG
gắng_sức	I-TG
hoặc	OTH
khi	B-TG
nghỉ_ngơi	I-TG

ngất_xỉu	B-TT
hoặc	OTH
choáng_váng	B-TT

đánh	B-TT
trống_ngực	I-TT
cảm_nhận	OTH
rõ	OTH
nhịp	OTH
đập	OTH
của	OTH
tim	OTH
hoặc	OTH
cảm_thấy	B-TT
tim	I-TT
đập	I-TT
mạnh	I-TT

chóng_mặt	B-TT
khi	B-TG
ngồi	I-TG
hoặc	OTH
đứng	B-TG
lên	I-TG

mệt_mỏi	B-TT
do	B-TG
gắng_sức	I-TG
hoặc	OTH
cảm_thấy	B-TT
kiệt_sức	I-TT
khi	B-TG
vận_động	I-TG

phù_châny	B-TT

cổ_cứng	B-TT

làm	OTH
gián_đoạn	B-TT
giấc_ngủ	B-TT
vào	B-TG
giữa	I-TG
đêm	I-TG

gây	OTH
đau_đầu	B-TT
đặc_biệt	OTH
là	OTH
ở	OTH
phía	OTH
sau	OTH
đầu	OTH

không	B-TT
có	I-TT
khả_năng	I-TT
quay	I-TT
đầu	I-TT
hoặc	OTH
xoay	OTH
cổ	OTH
hoàn_toàn	OTH
đôi_khi	OTH
cản_trở	OTH
việc	OTH
lái_xe	OTH


rõ_ràng		OTH
thoái_hóa	OTH
cột_sống	OTH
thắt_lưng	OTH
gây	OTH
ra	OTH
nhiều	OTH
triệu_chứng	OTH
khác	OTH
nhau	OTH
phổ_biến	OTH
nhất	OTH
là	OTH
đau	B-TT
lưng	I-TT


cứng_khớp	B-TT

độ	OTH
cứng	OTH
khớp	OTH
có_thể	OTH
thấy	OTH
rõ	OTH
nhất	OTH
khi	B-TG
thức	I-TG
dậy	OTH
hoặc	OTH
sau	OTH
khi	B-TG
không	I-TG
hoạt_động	I-TG


mất	B-TT
tính	I-TT
linh_hoạt	I-TT

sưng	B-TT
khớp	I-TT

yếu	OTH
hoặc	OTH
tê	B-TT
ở	I-TT
chân	I-TT

cảm_giác	OTH
ngứa	B-TT
ran	I-TT
châm_chích	I-TT
ở	I-TT
chân	I-TT

một_số	OTH
trường_hợp	OTH
nặng	OTH
có_thể	OTH
ảnh_hưởng	OTH
đến	OTH
việc	OTH
tiêu	OTH
tiểu	B-TT
không	I-TT
tự_chủ	I-TT


đau	B-TT
lưng	I-TT
do	OTH
thoái_hóa	OTH
khớp	OTH
cột_sống	OTH
thắt_lưng	OTH
thường	OTH
nặng	OTH
hơn	OTH
khi	B-TG
ngồi	I-TG
thẳng	I-TG
hoặc	OTH
đứng	OTH

đau	B-TT
họng	I-TT
với	OTH
biểu_hiện	OTH
quấy	B-TT
khóc	I-TT
bỏ	B-TT
bú	I-TT
bỏ	B-TT
ăn	I-TT

nhìn	OTH
thấy	OTH
họng	B-TT
sưng	I-TT
đỏ	I-TT


hop	B-TT
có_thể	OTH
ho_khan	B-TT
ho_đàm	B-TT
		

khànp	B-TT
tiếng	I-TT


sổ_mũi	B-TT
nghẹt	B-TT
mũi	I-TT
chảy	B-TT
nước_mũi	I-TT


sốt	B-TT


thởp	B-TT
nhanh	I-TT


mệt_mỏi	B-TT
ủ_rũ	B-TT
lừ_đừ	B-TT


một_số	OTH
triệu_chứng	OTH
khác	OTH
như	OTH
nổi	B-TT
mẩn	I-TT
phát_ban	B-TT
tiêu_chảy	B-TT
chảy	B-TT
dịch	I-TT
chảy	B-TT
mủ	I-TT
…	OTH
tùy	OTH
theo	OTH
mức_độ	OTH
nặng	OTH
thời_gian	OTH
diễn	OTH
tiến	OTH
…	OTH
mà	OTH
các	OTH
nguyên_nhân	OTH
khác	OTH
nhau	OTH
có_thể	OTH
được	OTH
xem_xét	OTH

nghẹt_mũi	B-TT

hop	B-TT

sốtp	B-TT

đau_đầu	B-TT
đau	B-TT
vùng	I-TT
mặt	I-TT

sưng_nềp	B-TT
vùng	I-TT
mặt	I-TT
hay	OTH
quanh	OTH
mắt	OTH

hiện_diện	B-TT
mủ	I-TT
trong	I-TT
mũi	I-TT
xoang	OTH

điều	OTH
này	OTH
làm	OTH
cho	OTH
bạn	OTH
khó	B-TT
hít	I-TT
thở	I-TT
qua	OTH
mũi	OTH

chảyp	B-TT
nước_mũi	I-TT
xanh	OTH
hay	OTH
vàng	OTH
là	OTH
dấu_hiệu	OTH
của	OTH
nhiễm_trùng	OTH


viêmp	OTH
xoang	OTH
thường	OTH
gây	OTH
đau	B-TT
ở	I-TT
trán	I-TT
hàm	OTH
và	OTH
xung_quanh	OTH
mắt	OTH

trong	OTH
một_số	OTH
trường_hợp	OTH
ít	OTH
gặp	OTH
hơn	OTH
bạn	OTH
có_thể	OTH
cảm_thấy	OTH
đau	B-TT
răng	I-TT

cảm_giác	OTH
đau	OTH
và	OTH
nghẹt	B-TT
mũi	I-TT
thường	OTH
nặng	OTH
hơn	OTH
khi	OTH
bạn	OTH
cúi	OTH
người	OTH
về	OTH
phía	OTH
trước	OTH

khứu_giác	OTH
thường	OTH
bị	OTH
ảnh_hưởng	OTH
bạn	OTH
có_thể	OTH
hoàn_toàn	OTH
không	B-TT
ngửi	I-TT
được	I-TT
mùi	I-TT

ban_đầu	OTH
xuất_hiện	B-TT
các	I-TT
dát	I-TT
chấm	I-TT
nhỏ	I-TT
có	I-TT
màu	I-TT
đỏ	I-TT
màu	OTH
hồng	OTH
nâu	OTH
hoặc	OTH
màu	OTH
trắng	OTH

da	OTH
bị	OTH
lang_ben	OTH
có_thể	OTH
bị	OTH
ngứa	B-TT
nhất_là		OTH
khi	OTH
ra	B-TT
nhiều	I-TT
mồ_hôi	I-TT


giai_đoạn	OTH
khởi_phát	OTH
từ	OTH
1	OTH
–	OTH
2	OTH
ngày	OTH
với	OTH
các	OTH
triệu_chứng	OTH
như	OTH
trẻ	OTH
bị	OTH
sốt	B-TT
nhẹ	I-TT
mệt_mỏi	B-TT
đau	B-TT
họng	I-TT
biếng	B-TT
ăn	I-TT
tiêu_chảy	B-TT
vài	B-TG
lần	I-TG
trong	I-TG
ngày	I-TG

trẻ	OTH
nhỏ	OTH
có_thể	OTH
khó	B-TT
ngủ	I-TT
quấy	B-TT
khóc	I-TT
run	OTH
chi	OTH
giật_mình	B-TT
nhiều	OTH
một_cách	OTH
bất_thường	OTH


loét	B-TT
miệng	I-TT
vết	OTH
loét	OTH
đỏ	OTH
hay	OTH
phỏng	OTH
nước	OTH
đường_kính	OTH
2	OTH
-	OTH
3	OTH
mm	OTH
ở	OTH
trong	OTH
miệng	OTH
lợi	OTH
lưỡi	OTH

các	OTH
vết	OTH
loét	OTH
gây	OTH
đau	OTH
miệng	OTH
khiến	OTH
trẻ	OTH
bỏ	B-TT
ăn	I-TT
bỏ	B-TT
bú	I-TT
tăng	OTH
tiết	OTH
nước_bọt	OTH


phát_ban	B-TT
dạng	OTH
phỏng	OTH
nước	OTH
ở	OTH
lòng	OTH
bàn_tay	OTH
lòng	OTH
bàn_chân	OTH
gối	OTH
mông	OTH


vàng	B-TT
da	I-TT
vàng	B-TT
mắt	I-TT


đau	B-TT
bụng	I-TT


mệt_mỏi	B-TT
và	OTH
yếu_đuối	B-TT


buồn_nôn	B-TT


sụt	B-TT
cân	I-TT

hop	B-TT
kéo_dài	I-TT
trên	OTH
2	OTH
tuần	OTH
ho_khan	B-TT
ho	B-TT
có	I-TT
đờm	I-TT
ho	B-TT
ra	I-TT
máu	I-TT
là	OTH
triệu_chứng	OTH
lao	OTH
quan_trọng	OTH
nhất	OTH


lúc	OTH
đầu	OTH
có_thể	OTH
ho_khan	B-TT
ho	B-TT
dai_dẳng	I-TT
thường	OTH
vào	B-TG
buổi	I-TG
sáng	I-TG


dần_dần	OTH
sau	OTH
cơnc	OTH
ho	B-TT
có_thể	OTH
có	OTH
đàm	OTH
nhớt	OTH
đàm	OTH
mủ	OTH
lượng	OTH
đàm	OTH
tăng	OTH
và	OTH
thành	OTH
mủ	OTH


hop	B-TT
ra	I-TT
máu	I-TT
khi	OTH
bệnh	OTH
đã	OTH
đến	OTH
giai_đoạn	OTH
nặng	OTH


mệt_mỏi	B-TT
mệt_mỏi	B-TT
về	OTH
tinh_thần	OTH
và	OTH
thể_xác	OTH
không	OTH
giảm	OTH
khi	B-TG
nghỉ_ngơi	I-TG
và	OTH
tăng	OTH
dần	OTH
vào	B-TG
buổi	I-TG
chiều	I-TG
và	OTH
dai_dẳng	OTH


gầy_sútp	B-TT
sụt	B-TT
cân	I-TT
nhanh	OTH
đôi_khi	OTH
không	OTH
kèm	OTH
biếng	OTH
ăn	OTH
nhưng	OTH
cơ_thể	OTH
lại	OTH
gầy	OTH
nhanh_chóng	OTH
đây	OTH
là	OTH
triệu_chứng	OTH
quan_trọng	OTH


sốt_nhẹ	B-TT
về	B-TG
chiều	I-TG
sốt	B-TT
không	I-TT
đều	I-TT
thường	OTH
tăng	OTH
dần	OTH
khi	B-TG
về	I-TG
chiều	I-TG


rap	B-TT
mồ_hôi	B-TT
trộm	I-TT
ban_đêm	OTH


đau	B-TT
ngực	I-TT
đau	OTH
âm_ỉ	OTH
hoặc	OTH
đột_ngột	OTH
nhói	OTH
đau	OTH
tăng	OTH
lên	OTH
khi	B-TG
hít	I-TG
sâu	I-TG
khi	OTH
ho	B-TT
hoặc	OTH
khi	B-TG
cử_động	I-TG
mạnh	I-TG


khó	B-TT
thở	I-TT

