dạ_dày			N	OTH
,			CH	OTH
chúng_ta		P	OTH
có_thể			R	OTH
nôn			V	B-TC
kèm			V	I-TC
máu			N	I-TC

ợ			N	B-TC
nóng			A	I-TC
,			CH	OTH
khó_chịu		A	B-TC
vùng			N	I-TC
ngực			N	I-TC

tiêu			V	B-TC
phân			N	I-TC
đen			A	I-TC
,			CH	OTH
tiêu			V	B-TC
máu			N	I-TC
đỏ			A	I-TC
:			CH	OTH

khi			N	OTH
lượng			N	OTH
máu			N	OTH
ít			A	OTH
,			CH	OTH
máu			N	OTH
có_thể			R	OTH
được			V	OTH
tiêu_hoá		V	OTH
và			Cc	OTH
chúng_ta		P	OTH
đi_tiêu			V	B-TC
ra			R	I-TC
phân			N	I-TC
màu			N	I-TC
đen			A	I-TC
,			CH	OTH
dính			V	OTH
,			CH	OTH
mùi			N	OTH
tanh			A	OTH

trong			E	OTH
những			L	OTH
trường_hợp		N	OTH
hiếm			A	OTH
,			CH	OTH
chảy_máu		V	OTH
lượng			N	OTH
nhiều			A	OTH
,			CH	OTH
chúng_ta		P	OTH
có_thể			R	OTH
tiêu			V	B-TC
ra			R	I-TC
máu			N	I-TC
đỏ			A	I-TC


ở			E	OTH
giai_đoạn		N	OTH
đầu			N	OTH
,			CH	OTH
bệnh			N	OTH
đau			V	OTH
mắt_hột			N	OTH
gây			V	OTH
viêm			V	OTH
kết_mạc			N	OTH
(			CH	OTH
mắt			N	B-TC
sưng			A	I-TC
đỏ			A	I-TC
)			CH	OTH

bao_gồm			N	OTH
ngứa			V	B-TC
nhẹ			A	I-TC
do			E	OTH
kích_ứng		V	OTH
mắt			N	OTH
và			Cc	OTH
mí			N	OTH
mắt			N	OTH
,			CH	OTH
chảy			V	B-TC
dịch			N	I-TC
vàng			N	I-TC
(			CH	OTH
ghèn			N	OTH
)			CH	OTH
từ			E	OTH
mắt			N	OTH

khi			N	OTH
nhiễm_trùng		V	OTH
tiến_triển		V	OTH
sẽ			R	OTH
gây			V	OTH
đau			V	B-TC
mắt			N	I-TC
và			Cc	OTH
mờ			A	B-TC
mắt			N	I-TC

điều			N	OTH
này			P	OTH
dẫn			V	OTH
đến			E	OTH
lông_mi			N	B-TC
mọc			V	I-TC
ngược			A	I-TC
vào			E	OTH
trong			E	OTH
mắt			N	OTH

ngứa_mắt		N	B-TC
do			E	OTH
bị			V	OTH
kích_ứng		V	OTH

chảy			V	B-TC
nước_mắt		N	I-TC

cảm_thấy		V	OTH
đau			V	B-TC
mắt			N	I-TC
,			CH	OTH
giảm			V	B-TC
thị_lực			N	I-TC

mắt			N	B-TC
đỏ			A	I-TC

mắt			N	B-TC
sưng			A	I-TC
đỏ			A	I-TC
,			CH	OTH
có_thể			R	OTH
kèm			V	OTH
theo			V	OTH
đau			V	OTH
và			Cc	OTH
chảy			V	B-TC
nước_mắt		N	I-TC

nhìn			V	B-TC
mờ			A	I-TC
do			E	OTH
giảm			V	OTH
thị_lực			N	OTH

hiện_tượng		N	OTH
ruồi			N	OTH
bay			V	OTH
:			CH	OTH
bạn			N	OTH
có_thể			R	OTH
thấy			V	B-TC
những			L	I-TC
đốm			N	I-TC
đen			A	I-TC
hoặc			Cc	I-TC
xám			A	I-TC
,			CH	OTH
sợi			Nc	OTH
mảnh			N	OTH
hoặc			Cc	OTH
giống			N	OTH
mạng_nhện		N	OTH
triệu_chứng		N	OTH
toàn_thân		N	OTH
đi			V	OTH
kèm			V	OTH
như			C	OTH
sốt			V	B-TC
,			CH	OTH
sụt			V	B-TC
cân			N	I-TC
,			CH	OTH
đau			V	B-TC
khớp			N	I-TC
,			CH	OTH
mệt_mỏi			A	B-TC
…			CH	OTH

hay			C	OTH
mệt_mỏi			A	B-TC
,			CH	OTH
khó			A	B-TC
thở			V	I-TC
,			CH	OTH
đặc_biệt		A	OTH
là			C	OTH
khi			N	B-TG
tăng_cường		V	I-TG
vận_động		V	I-TG

hồi_hộp			V	B-TC
,			CH	OTH
đánh_trống_ngực		V	B-TC
,			CH	OTH
tim			N	B-TC
đập			V	I-TC
nhanh			A	I-TC


rối_loạn		V	B-TC
nhịp			N	I-TC

choáng_váng		V	B-TC
khi			N	B-TG
thay_đổi		V	I-TG
tư_thế			N	I-TG

đau			V	B-TC
ngực			N	I-TC
,			CH	OTH
từ			E	OTH
âm_ỉ			A	OTH
nặng			A	OTH
ngực			N	OTH
cho			E	OTH
tới			V	OTH
đau_nhói		A	OTH
nhiều			A	OTH

ho			V	B-TC
ra			V	I-TC
máu			N	I-TC


khó			A	B-TC
thở			V	I-TC
khi			N	B-TG
gắng_sức		V	I-TG
hoặc			Cc	OTH
khi			N	B-TG
nghỉ_ngơi		V	I-TG

ngất_xỉu		V	B-TC
hoặc			Cc	OTH
choáng_váng		A	B-TC

đánh_trống_ngực		V	B-TC
(			CH	OTH
cảm_nhận		V	OTH
rõ			A	OTH
nhịp			N	OTH
đập			V	OTH
của			E	OTH
tim			N	OTH
hoặc			Cc	OTH
cảm_thấy		V	OTH
tim			N	OTH
đập			V	OTH
“			N	OTH
mạnh			A	OTH
”			CH	OTH
)			CH	OTH

chóng_mặt		V	B-TC
khi			N	B-TG
ngồi			V	I-TG
hoặc			Cc	OTH
đứng			V	B-TG
lên			R	I-TG

mệt_mỏi			A	B-TC
do			E	OTH
gắng_sức		V	B-TG
hoặc			Cc	OTH
cảm_thấy		V	OTH
kiệt_sức		A	B-TC
khi			N	B-TG
vận_động		V	I-TG

phù			N	B-TC
chân			N	I-TC


cổ_cứng			N	B-TC

đau			N	B-TC
lan			V	I-TC
dọc			A	I-TC
theo			E	I-TC
bả_vai			N	I-TC
,			CH	OTH
cánh_tay		N	OTH

làm			V	OTH
gián_đoạn		V	B-TC
giấc_ngủ		N	I-TC
vào			E	OTH
giữa			N	B-TG
đêm			N	I-TG

gây			N	B-TC
đau_đầu			A	I-TC
,			CH	OTH
đặc_biệt		A	OTH
là			T	OTH
ở			E	OTH
phía			N	OTH
sau			N	OTH
đầu			N	OTH

đau			V	B-TC

trong			E	OTH
giai_đoạn		N	OTH
đầu			N	OTH
của			E	OTH
bệnh			N	OTH
,			CH	OTH
bạn			N	OTH
chỉ			R	OTH
có_thể			R	OTH
bị			V	OTH
đau			V	OTH
vào			E	OTH
buổi			N	OTH
sáng			N	OTH
do			E	OTH
hàng			N	OTH
giờ			N	OTH
không			R	OTH
hoạt_động		V	OTH
các			L	OTH
khớp			N	OTH
bị			V	OTH
ảnh_hưởng		V	OTH
có_thể			R	OTH
bị			V	OTH
đau			V	OTH
trong			E	OTH
hoặc			Cc	OTH
sau			E	OTH
khi			N	B-TG
vận_động		V	I-TG

cứng			N	B-TC
khớp			N	I-TC

mất			V	B-TC
tính			N	I-TC
linh_hoạt		A	I-TC

sưng			N	B-TC

cảm_giác		N	B-TC
ngứa			V	I-TC
ran			V	I-TC
ở			E	I-TC
chân			N	I-TC

đau			V	B-TC
lưng			N	I-TC
do			E	OTH
thoái_hoá		N	OTH
khớp			N	OTH
cột_sống		N	OTH
thắt_lưng		N	OTH
thường			R	OTH
nặng			A	OTH
hơn			R	OTH
khi			N	B-TG
ngồi			V	I-TG
thẳng			A	I-TG
hoặc			Cc	OTH
đứng			V	OTH

đau			V	B-TC
họng			N	I-TC
với			E	OTH
biểu_hiện		N	OTH
quấy			V	B-TC
khóc			V	I-TC
,			CH	OTH
bỏ			V	B-TC
bú			N	I-TC
,			CH	OTH
bỏ			V	B-TC
ăn			V	I-TC

nhìn			V	OTH
thấy			V	OTH
họng			N	B-TC
sưng			A	I-TC
đỏ			A	I-TC

cảm_thấy	V	OTH
đau	V	OTH
ở	E	OTH
ngón	N	OTH
chân	N	OTH
,	CH	OTH
bàn_chân	N	OTH
hoặc	Cc	OTH
vết_thương	N	OTH
chân	N	OTH
không	R	OTH
lành	A	OTH

có	V	OTH
sự	N	OTH
thay_đổi	V	OTH
màu_sắc	N	OTH
của	E	OTH
chân	N	OTH
:	CH	OTH
da	N	B-TC
xanh	A	I-TC
nhợt_nhạt	A	I-TC
,	CH	OTH
lạnh	A	B-TC
da	N	I-TC
,	CH	OTH
...	CH	OTH
rụng	V	OTH
lông	N	OTH
hoặc	Cc	OTH
lông	N	OTH
trưởng_thành	V	OTH
phát_triển	V	OTH
chậm	A	OTH
hơn	A	OTH
ở	E	OTH
trên	N	OTH
đôi	M	OTH
chân	N	OTH

móng	N	B-TC
chân	N	I-TC
chậm	A	I-TC
phát_triển	V	I-TC

không	R	OTH
sờ	V	OTH
thấy	V	OTH
mạch	N	OTH
hoặc	Cc	OTH
mạch	N	OTH
yếu	A	OTH
ở	E	OTH
chân	N	OTH
hay	Cc	OTH
bàn_chân	N	OTH

rối_loạn	V	B-TC
cương	N	I-TC
dương	N	I-TC
ở	E	OTH
nam_giới	N	OTH

khàn			A	B-TC
tiếng			N	I-TC

sổ_mũi			N	B-TC
,			CH	OTH
nghẹt			V	B-TC
mũi			N	I-TC
,			CH	OTH
chảy			V	B-TC
nước_mũi		N	I-TC

sốt			N	B-TC

thở			V	B-TC
nhanh			A	I-TC

mệt_mỏi			A	B-TC
,			CH	OTH
ủ_rũ			A	B-TC
,			CH	OTH
lừ_đừ			A	B-TC

một_số			L	OTH
triệu_chứng		N	OTH
khác			A	OTH
như			C	OTH
nổi			R	B-TC
mẩn			A	I-TC
,			CH	OTH
phát_ban		V	B-TC
,			CH	OTH
tiêu_chảy		N	B-TC
,			CH	OTH
chảy			V	B-TC
dịch			N	I-TC
chảy			V	B-TC
mủ			N	I-TC
,			CH	OTH
…			CH	OTH
tuỳ			V	OTH
theo			V	OTH
mức_độ			N	OTH
nặng			A	OTH
,			CH	OTH
thời_gian		N	OTH
diễn_tiến		V	OTH
,			CH	OTH
…			CH	OTH
mà			C	OTH
các			L	OTH
nguyên_nhân		N	OTH
khác			A	OTH
nhau			N	OTH
có_thể			R	OTH
được			V	OTH
xem_xét			V	OTH

nghẹt			V	B-TC
mũi			N	I-TC

ho			Np	B-TC

sốt			N	B-TC

đau_đầu			V	B-TC
,			CH	OTH
đau			V	B-TC
vùng			N	I-TC
mặt			N	I-TC

sưng			N	B-TC
nề			V	I-TC
vùng			N	I-TC
mặt			N	I-TC
hay			Cc	OTH
quanh			N	OTH
mắt			N	OTH

chảy			V	B-TC
nước_mũi		N	I-TC
xanh			A	I-TC
hay			Cc	OTH
vàng			A	OTH
là			V	OTH
dấu_hiệu		N	OTH
của			E	OTH
nhiễm_trùng		N	OTH

viêm			N	OTH
xoang			N	OTH
thường			R	OTH
gây			V	OTH
đau			V	B-TC
ở			E	I-TC
trán			N	I-TC
,			CH	OTH
hàm			N	OTH
và			Cc	OTH
xung_quanh		N	OTH
mắt			N	OTH

trong			E	OTH
một_số			L	OTH
trường_hợp		N	OTH
ít			A	OTH
gặp			V	OTH
hơn			A	OTH
,			CH	OTH
bạn			N	OTH
có_thể			R	OTH
cảm_thấy		V	OTH
đau			V	B-TC
răng			P	I-TC

cảm_giác		N	B-TC
đau			V	I-TC
và			Cc	OTH
nghẹt			V	B-TC
mũi			N	I-TC
thường			R	OTH
nặng			A	OTH
hơn			R	OTH
khi			N	B-TG
bạn			N	I-TG
cúi			V	I-TG
người			N	I-TG
về			E	I-TG
phía			N	I-TG
trước			A	I-TG

khứu_giác		N	OTH
thường			R	OTH
bị			V	OTH
ảnh_hưởng		V	OTH
,			CH	OTH
bạn			N	OTH
có_thể			R	OTH
hoàn_toàn		A	OTH
không			R	B-TC
ngửi			V	I-TC
được			R	I-TC
mùi			N	I-TC

da			Np	OTH
bị			V	OTH
lang_ben		V	OTH
có_thể			R	OTH
bị			V	B-TC
ngứa			V	I-TC
,			CH	OTH
nhất_là			X	OTH
khi			N	B-TG
ra			V	I-TG
nhiều			A	I-TG
mồ_hôi			N	I-TG

giai_đoạn		N	OTH
khởi_phát		V	OTH
:			CH	OTH
từ			E	OTH
1			M	OTH
–			CH	OTH
2			M	OTH
ngày			N	OTH
với			E	OTH
các			L	OTH
triệu_chứng		N	OTH
như			C	OTH
trẻ			N	OTH
bị			V	OTH
sốt			V	B-TC
nhẹ			A	I-TC
,			CH	OTH
mệt_mỏi			A	B-TC
,			CH	OTH
đau			V	B-TC
họng			N	I-TC
,			CH	OTH
biếng			V	B-TC
ăn			V	I-TC
,			CH	OTH
tiêu_chảy		V	B-TC
vài			L	OTH
lần			N	OTH
trong			E	OTH
ngày			N	OTH

trẻ			N	OTH
nhỏ			A	OTH
có_thể			R	OTH
khó			A	B-TC
ngủ			V	I-TC
,			CH	OTH
quấy			V	B-TC
khóc			V	I-TC
,			CH	OTH
run			V	B-TC
chi			P	I-TC
,			CH	OTH
giật_mình		V	B-TC
nhiều			A	OTH
một_cách		N	OTH
bất_thường		A	OTH

loét			V	B-TC
miệng			N	I-TC
:			CH	OTH
vết			N	B-TC
loét			V	I-TC
đỏ			A	I-TC
hay			C	OTH
phỏng			A	OTH
nước			N	OTH
đường_kính		N	OTH
2-3			M	OTH
mm			Nu	OTH
ở			E	OTH
trong			E	OTH
miệng			N	OTH
,			CH	OTH
lợi			N	OTH
,			CH	OTH
lưỡi			N	OTH

các			L	OTH
vết			N	OTH
loét			A	OTH
gây			V	OTH
đau			V	OTH
miệng			N	OTH
,			CH	OTH
khiến			V	OTH
trẻ			A	OTH
bỏ			V	B-TC
ăn			V	I-TC
,			CH	OTH
bỏ			V	B-TC
bú			N	I-TC
,			CH	OTH
tăng			V	B-TC
tiết			N	I-TC
nước_bọt		N	I-TC

phát_ban		V	B-TC
dạng			N	T-TC
phỏng			C	T-TC
nước			N	T-TC
:			CH	OTH
ở			E	OTH
lòng			N	OTH
bàn_tay			N	OTH
,			CH	OTH
lòng			N	OTH
bàn_chân		N	OTH
,			CH	OTH
gối			N	OTH
,			CH	OTH
mông			N	OTH

vàng			Np	B-TC
da			N	I-TC
,			CH	OTH
vàng			N	B-TC
mắt			N	I-TC

đau			V	B-TC
bụng			N	I-TC

mệt_mỏi			A	B-TC
và			Cc	OTH
yếu_đuối		A	B-TC

buồn_nôn		Np	B-TC

sụt			Np	B-TC
cân			V	I-TC

ho			Np	B-TC
kéo_dài			V	OTH
trên			E	OTH
2			M	OTH
tuần			N	OTH
(			CH	OTH
ho_khan			N	B-TC
,			CH	OTH
ho			N	B-TC
có			V	I-TC
đờm			N	I-TC
,			CH	OTH
ho			V	B-TC
ra			V	I-TC
máu			N	I-TC
)			CH	OTH
là			V	OTH
triệu_chứng		N	OTH
nghi			V	OTH
lao			N	OTH
quan_trọng		A	OTH
nhất			R	OTH

lúc			N	OTH
đầu			N	OTH
có_thể			R	OTH
ho_khan			V	B-TC
,			CH	OTH
ho			V	B-TC
dai_dẳng		A	I-TC
,			CH	OTH
thường			R	OTH
vào			E	B-TG
buổi			N	I-TG
sáng			N	I-TG

dần_dần			R	OTH
,			CH	OTH
sau			E	OTH
cơn			Nc	OTH
ho			N	OTH
có_thể			R	OTH
có			V	B-TC
đàm			N	I-TC
nhớt			N	I-TC
,			CH	OTH
đàm			N	OTH
mủ			N	OTH
,			CH	OTH
lượng			N	OTH
đàm			N	OTH
tăng			V	OTH
và			Cc	OTH
thành			V	OTH
mủ			N	OTH

ho			V	B-TC
ra			V	I-TC
máu			N	I-TC
:			CH	OTH
khi			N	OTH
bệnh			N	OTH
đã			R	OTH
đến			V	OTH
giai_đoạn		N	OTH
nặng			A	OTH

mệt_mỏi			A	B-TC
:			CH	OTH
mệt_mỏi			A	B-TC
về			E	OTH
tinh_thần		N	OTH
và			Cc	OTH
thể_xác			N	OTH
,			CH	OTH
không			R	OTH
giảm			V	OTH
khi			N	OTH
nghỉ_ngơi		V	OTH
và			Cc	OTH
tăng			V	OTH
dần			R	OTH
vào			E	OTH
buổi			N	OTH
chiều			N	OTH
và			Cc	OTH
dai_dẳng		A	OTH

gầy			N	B-TC
sút			V	I-TC
:			CH	OTH
sụt			V	B-TC
cân			N	I-TC
nhanh			A	OTH
,			CH	OTH
đôi			M	OTH
khi			N	OTH
không			R	OTH
kèm			V	OTH
biếng			V	OTH
ăn			V	OTH
nhưng			C	OTH
cơ_thể			N	OTH
lại			R	OTH
gầy			V	OTH
nhanh_chóng		A	OTH
,			CH	OTH
đây			P	OTH
là			V	OTH
triệu_chứng		N	OTH
quan_trọng		A	OTH

sốt			N	B-TC
nhẹ			A	I-TC
về			E	B-TG
chiều			N	I-TG
:			CH	OTH
sốt			V	B-TC
không			R	I-TC
đều			A	I-TC
,			CH	OTH
thường			R	OTH
tăng			V	OTH
dần			R	OTH
khi			N	OTH
về			V	OTH
chiều			N	OTH

ra			V	B-TC
mồ_hôi			N	I-TC
“			CH	OTH
trộm			V	I-TC
”			M	OTH
ban_đêm			N	B-TG

đau			V	B-TC
ngực			N	I-TC
:			CH	OTH
đau			V	B-TC
âm_ỉ			A	I-TC
hoặc			Cc	OTH
đột_ngột		A	OTH
nhói			A	OTH
đau			V	OTH
tăng			V	OTH
lên			V	OTH
khi			N	B-TG
hít			V	I-TG
sâu			A	I-TG
,			CH	OTH
khi			N	B-TG
ho			V	I-TG
hoặc			Cc	OTH
khi			N	B-TG
cử_động			N	I-TG
mạnh			A	I-TG

khó			A	B-TC
thở			V	I-TC

đau			N	B-TC
mỏi			A	I-TC
cổ			A	I-TC
vai			N	I-TC
gáy			V	I-TC
lan			V	OTH
xuống			E	OTH
nửa			L	OTH
người			N	OTH
kèm			V	OTH
theo			V	OTH
triệu_chứng		N	OTH
tê			A	OTH
bì			V	OTH
một			M	OTH
bên			N	OTH

tê			N	OTH
/			CH	OTH
dị			N	OTH
cảm			V	OTH
mặt			N	OTH
trong			E	OTH
cánh_tay		N	OTH
lan			V	OTH
xuống			R	OTH
ngón			N	OTH
4/5			M	OTH
chẳng_hạn		X	OTH
,			CH	OTH
khi			N	B-TG
nằm			V	I-TG
lâu			A	OTH
/			CH	OTH
để			E	OTH
tay_chân		N	OTH
ở			E	OTH
vị_trí			N	OTH
cố_định			V	OTH
trong			E	OTH
1			M	OTH
khoảng			N	OTH
thời_gian		N	OTH
nào			P	OTH
đó			P	OTH
,			CH	OTH
râm_ran			A	OTH
như			C	OTH
kiến			N	OTH
bò			N	OTH

tay_chân		N	B-TC
mất			V	I-TC
cảm_giác		N	I-TC
:			CH	OTH
tình_trạng		N	OTH
tê			P	OTH
kéo_dài			V	OTH
sẽ			R	OTH
khiến			V	OTH
tay			N	OTH
,			CH	OTH
chân			N	B-TC
bị			V	I-TC
mất			V	I-TC
cảm_giác		N	I-TC
,			CH	OTH
thường			R	OTH
gặp			V	OTH
nhất			A	OTH
về			E	B-TG
đêm			N	I-TG

tê			V	B-TC
chân			N	I-TC
đi			V	OTH
kèm			V	OTH
với			E	OTH
bất_kỳ			A	OTH
triệu_chứng		N	OTH
mãn_tính		N	OTH
khác			A	OTH

hay			C	B-TCTL
quên			V	I-TCTL
,			CH	OTH
dễ			A	B-TCTL
nhầm_lẫn		V	I-TCTL

chóng_mặt		V	B-TC

mất			V	B-TC
kiểm_soát		V	I-TC
bàng_quang		N	I-TC
và			Cc	OTH
ruột			N	OTH

tê_liệt			V	B-TC
xảy			V	OTH
ra			R	OTH
sau			E	B-TG
một			M	I-TG
chấn_thương		N	I-TG
đầu			N	I-TG

đau_đầu			V	B-TC
dữ_dội			A	I-TC

khó			A	B-TC
thở			V	I-TC

co			V	B-TC
giật			N	I-TC

da			Np	B-TC
bị			V	I-TC
sưng			V	I-TC
rộp			A	I-TC
hay			Cc	OTH
tấy			A	OTH
đỏ			A	OTH
,			CH	OTH
phù			V	OTH
lên			V	OTH
và			Cc	OTH
xung			V	OTH
huyết			N	OTH

người_bệnh		N	OTH
thường			R	OTH
thấy			V	OTH
khó_chịu		A	B-TC
,			CH	OTH
bị			V	OTH
làm_phiền		V	OTH

áp			V	OTH
xe			N	OTH
khoang			N	OTH
má			N	OTH
hai			M	OTH
bên			N	OTH
thường			R	OTH
gây			V	OTH
ra			V	OTH
sưng			V	B-TC
mặt			N	I-TC
vùng			N	I-TC
má			N	I-TC

đau			V	B-TC
buốt			A	I-TC
khi			N	B-TG
chạm			V	I-TG
vào			R	I-TG

nếu			C	OTH
có			V	OTH
chấn_thương		N	OTH
bên			N	OTH
ngoài			N	OTH
,			CH	OTH
thì			C	OTH
bề_mặt			N	OTH
da			N	OTH
có_thể			R	OTH
có			V	OTH
trầy_xước		A	OTH
,			CH	OTH
rách			A	OTH
,			CH	OTH
sung_huyết		A	B-TC
ở			E	I-TC
vết_thương		N	I-TC

buồn_nôn		N	B-TC
và			Cc	OTH
nôn			N	B-TC

vào			E	OTH
thời_điểm		N	OTH
này			P	OTH
,			CH	OTH
người_bệnh		N	OTH
thường			R	OTH
cảm_thấy		V	B-TC
mệt_mỏi			A	I-TC
,			CH	OTH
kiệt_sức		A	B-TC
không_thể		R	OTH
hoạt_động		V	OTH
và			Cc	OTH
làm_việc		V	OTH
như			C	OTH
bình_thường		A	OTH

mệt_mỏi			A	B-TC
mãn_tính		N	I-TC
và			Cc	OTH
cảm_giác		N	B-TC
yếu			A	I-TC
cơ			T	I-TC

buồn_nôn		N	B-TC
,			CH	OTH
nôn			N	B-TC
và			Cc	OTH
tiêu_chảy		N	B-TC


giảm			V	B-TC
thính_lực		N	I-TC
hoặc			Cc	OTH
đau			V	B-TC
nghiêm_trọng		A	OTH
một			M	I-TC
bên			N	I-TC
tai			N	I-TC
,			CH	OTH
chóng_mặt		V	B-TC
,			CH	OTH
hoặc			Cc	OTH
mất			V	B-TC
vị_giác			N	I-TC

triệu_chứng		N	OTH
ban_đầu			N	OTH
của			E	OTH
bệnh			N	OTH
zona			Nb	OTH
thông_thường		A	OTH
là			V	OTH
ngứa			V	B-TC
,			CH	OTH
đau			V	B-TC
và			Cc	OTH
nóng			A	B-TC
rát			A	I-TC

động_kinh	    N	B-TC
cũng	        R	OTH
là	            V	OTH
triệu_chứng 	N	OTH
có_thể      	R	OTH
gặp         	V	OTH
phải         	A	OTH

sốt	N	B-TC
cao	A	I-TC
gặp	V	OTH
ở	E	OTH
một_số	L	OTH
bệnh_nhân	N	OTH
và	Cc	OTH
thường	R	OTH
sốt	V	B-TC
sau	E	OTH
đau_đầu	A	B-TC
vài	L	OTH
ngày	N	OTH
đến	E	OTH
vài	L	OTH
tuần	N	OTH

sốt	N	B-TC
(	CH	OTH
có_thể	R	OTH
kèm	V	OTH
ớn	V	B-TC
lạnh	A	I-TC
)	CH	OTH
:	CH	OTH
xuất_hiện	V	OTH
ở	E	OTH
90%	M	OTH
trường_hợp	N	OTH

đau	N	B-TC
hạ	V	I-TC
sườn	N	I-TC
phải	V	I-TC
(	CH	OTH
50-75%	M	OTH
người_bệnh	N	OTH
)	CH	OTH
,	CH	OTH
đôi_khi	R	OTH
đau	V	B-TC
vai	N	I-TC
phải	V	I-TC
(	CH	OTH
do	E	OTH
kích_thích	V	OTH
cơ_hoành	N	OTH
)	CH	OTH

chán	V	B-TC
ăn	V	I-TC
hoặc	Cc	OTH
sụt	V	B-TC
cân	N	I-TC
không	R	OTH
giải_thích	V	OTH
được	R	OTH

một_triệu	Np	OTH
chứng	V	OTH
khá	R	OTH
nổi_bật	A	OTH
là	V	OTH
ho	V	B-TC
ra	V	I-TC
đàm	N	I-TC

kém	Np	B-TC
ăn	V	I-TC
và	Cc	OTH
không	R	OTH
phát_triển	V	OTH
bình_thường	A	OTH
(	CH	OTH
ở	E	OTH
trẻ	N	OTH
sơ_sinh	A	OTH
)	CH	OTH

đổ	V	B-TC
mồ_hôi	N	I-TC
nhiều	A	I-TC
khi	N	OTH
sinh_hoạt	V	OTH
thường_ngày	A	OTH
hoặc	Cc	OTH
không	R	OTH
gắng_sức	V	OTH

phù	Np	B-TC
hoặc	Cc	OTH
tăng	V	B-TC
cân	N	I-TC
đột_ngột	A	I-TC

hụt	V	B-TC
hơi	R	I-TC
khi	N	B-TG
sinh_hoạt	N	I-TG

bất	N	B-TC
đối_xứng	V	I-TC
của	E	I-TC
khuôn_mặt	N	I-TC

sưng	N	B-TC
ở	E	I-TC
bàn_chân	N	I-TC
hoặc	Cc	OTH
mắt_cá	N	OTH
chân	N	OTH

móng	N	B-TC
chân	N	I-TC
mọc	V	I-TC
ngược	A	I-TC
hoặc	Cc	OTH
móng	N	OTH
chân	N	OTH
bị	V	OTH
nhiễm	V	OTH
nấm	N	OTH
hoặc	Cc	OTH
xuất_hiện	V	B-TC
vết	N	I-TC
chai	N	I-TC

cứng	N	B-TC
khớp	V	I-TC
và	Cc	OTH
hạn_chế	V	OTH
cử_động	N	OTH
ngón	N	OTH
chân	N	OTH
cái	N	OTH

són	N	B-TC
tiểu	V	I-TC
,	CH	OTH
tiểu	V	B-TC
không	R	I-TC
tự_chủ	A	I-TC
được	R	OTH

có_thể	R	OTH
xảy	V	OTH
ra	R	OTH
tự_nhiên	A	OTH
không	R	OTH
có	V	OTH
yếu_tố	N	OTH
khởi_phát	V	OTH
hay	C	OTH
xảy	V	OTH
ra	R	OTH
ngay	T	OTH
sau	E	OTH
khi	N	B-TG
gắng_sức	V	I-TG
,	CH	OTH
vận_động	V	I-TG
mạnh	A	I-TG
,	CH	OTH
sau	E	B-TG
khi	N	I-TG
ho	V	I-TG
