#	I	OTH
#	CH	OTH
#	CH	OTH
toàn_bộ	L	OTH
triệu_chứng	N	OTH
giống	A	OTH
nhau	N	OTH
hoàn_toàn	A	OTH

phần_lớn	N	B-TC
,	CH	OTH
triệu_chứng	N	OTH
đầu_tiên	A	OTH
xuất_hiện	V	OTH
là	C	OTH
gặp	V	OTH
khó_khăn	A	OTH
để	E	OTH
nhớ	V	OTH
những	L	OTH
thông_tin	N	OTH
hay	C	OTH
những	L	OTH
sự_kiện	N	OTH
gần	A	OTH
đây	P	OTH

có_thể	R	OTH
sự_việc	N	OTH
mới	R	OTH
xảy	V	OTH
ra	R	OTH
cách	V	OTH
đây	P	OTH
vài	L	OTH
phút	Nu	OTH
hay	C	OTH
vài	L	OTH
ngày	N	OTH
,	CH	OTH
người_bệnh	N	OTH
đã	R	OTH
quên.chính	V	OTH
vì_thế	C	OTH
người	N	OTH
mắc	V	OTH
alzheimer	Np	OTH
thường	R	OTH
hay	R	OTH
:	CH	OTH

mất	V	B-TC
đồ	N	I-TC
(	CH	OTH
như	C	OTH
chìa_khoá	N	OTH
,	CH	OTH
kính	N	OTH
)	CH	OTH
hoặc	Cc	OTH
để	E	OTH
quên	V	OTH
đồ	N	OTH
ở	E	OTH
những	L	OTH
nơi	N	OTH
rất	R	OTH
kì_lạ	A	OTH
như	C	OTH
điện_thoại	N	OTH
để	E	OTH
trong	E	OTH
tủ_lạnh	N	OTH
…	CH	OTH

quên	V	B-TC
tên	N	I-TC
bạn_bè	N	I-TC
,	CH	OTH
người_thân	N	OTH
hoặc	Cc	OTH
rất	R	OTH
khó_khăn	A	OTH
để	E	OTH
tìm	V	OTH
từ	E	OTH
đúng	A	OTH
trong	E	OTH
khi	N	B-TG
nói_chuyện	V	I-TC

không	R	OTH
nhớ	V	OTH
đã	R	OTH
nói	V	OTH
những	L	OTH
gì	P	OTH
,	CH	OTH
thường_xuyên	A	OTH
lặp	V	OTH
lại	R	OTH
một	M	OTH
nội_dung	N	OTH
nói_chuyện	V	OTH

bị	V	OTH
lạc	V	OTH
ở	E	OTH
nơi	N	OTH
rất	R	OTH
quen_thuộc	A	OTH
,	CH	OTH
đã	R	OTH
đi	V	OTH
nhiều	A	OTH
lần	N	OTH

trong	E	OTH
khi	N	OTH
đó	P	OTH
,	CH	OTH
ở	E	OTH
giai_đoạn	N	OTH
đầu	N	OTH
trí_nhớ	N	OTH
về	E	OTH
những	L	OTH
kí_ức	N	OTH
xa_xưa	A	OTH
,	CH	OTH
người_bệnh	N	OTH
vẫn	R	OTH
còn	R	OTH
nhớ	V	OTH
tốt	A	OTH
,	CH	OTH
nhưng	C	OTH
khi	N	OTH
bệnh	N	OTH
diễn_tiến	V	OTH
nặng	A	OTH
lên	R	OTH
,	CH	OTH
bệnh_nhân	N	OTH
sẽ	R	OTH
quên	V	OTH
hết	R	OTH
,	CH	OTH
ngay	T	OTH
cả	T	OTH
trí_nhớ	N	OTH
xa.ngoài	N	OTH
vấn_đề	N	OTH
về	E	OTH
trí_nhớ	N	OTH
,	CH	OTH
người_bệnh	N	OTH
alzheimer	Np	OTH
cũng	R	OTH
 gặp	V	OTH
khó_khăn	A	OTH
trong	E	OTH
cách	N	OTH
suy_nghĩ	V	OTH
,	CH	OTH
nói_chuyện	V	B-TC
,	CH	OTH
thực_hiện	V	B-TC
các	L	OTH
công	N	OTH
việc.ví	N	OTH
dụ	V	OTH
như	C	OTH
:	CH	OTH

lời_nói	V	B-TC
–	CH	OTH
lặp	V	OTH
lại	R	OTH
lời_nói	N	OTH
của	E	OTH
chính	T	OTH
mình	P	OTH
hoặc	Cc	OTH
rất	R	OTH
khó_khăn	A	OTH
để	E	OTH
theo_dõi	V	OTH
,	CH	OTH
hiệu	N	OTH
nội_dung	N	OTH
cuộc	N	OTH
nói_chuyện	V	OTH

khả_năng	N	OTH
phán_đoán	V	OTH
ước_tính	V	OTH
trong	E	OTH
không_gian	N	OTH
ba	M	OTH
chiều	N	OTH
bị	V	OTH
sai_lệch	A	OTH
,	CH	OTH
khiến	V	OTH
cho	E	OTH
việc	N	OTH
đi	V	OTH
lên	R	OTH
đi	V	OTH
xuống	V	OTH
cầu_thang	N	OTH
,	CH	OTH
hoặc	Cc	OTH
đậu	V	OTH
xe	N	OTH
trở_nên	V	OTH
“	A	OTH
khó	A	OTH
nhằn	A	OTH
”	CH	OTH

khả_năng	N	B-TC
tập_trung	V	I-TC
,	CH	OTH
lên	V	B-TC
kế_hoạch	N	I-TC
,	CH	OTH
tổ_chức	V	OTH
bị	V	OTH
suy_giảm	V	OTH

người_bệnh	N	OTH
dành	V	OTH
rất	R	OTH
nhiều	A	OTH
thời_gian	N	OTH
để	E	OTH
ra	V	OTH
quyết_định	N	OTH
,	CH	OTH
thực_hiện	V	OTH
lựa_chọn	V	OTH
hay	C	OTH
hoàn_thành	V	OTH
một	M	OTH
công_việc	N	OTH
gồm	V	OTH
nhiều	A	OTH
bước	N	OTH
quen_thuộc	A	OTH
như	C	OTH
nấu_ăn	V	B-TC
,	CH	OTH
giặt	V	B-TC
đồ	N	I-TC

bên	N	OTH
cạnh	N	OTH
đó	P	OTH
,	CH	OTH
cảm_xúc	N	OTH
của	E	OTH
người_bệnh	N	OTH
alzheimer	Np	OTH
cũng	R	OTH
rất	R	OTH
dễ	A	B-TC
thay_đổi	V	I-TC
,	CH	OTH
đang	R	OTH
vui	A	OTH
,	CH	OTH
bỗng_chốc	R	OTH
buồn_rầu	A	OTH
,	CH	OTH
lo_sợ	V	OTH
hoặc	Cc	OTH
cáu_gắt	V	OTH

hành_vi	N	OTH
cũng	R	OTH
vậy	P	OTH
,	CH	OTH
đang	R	OTH
cười	V	OTH
nói	V	OTH
vui_vẻ	A	OTH
,	CH	OTH
bỗng_chốc	R	OTH
trở_nên	V	OTH
bứt_rứt	V	OTH
đi_lại	V	OTH
nhiều	A	OTH
hoặc	Cc	OTH
thậm_chí	R	OTH
kích_động	V	OTH
muốn	V	OTH
đánh	V	OTH
người	N	OTH
,	CH	OTH
giấc_ngủ	N	OTH
với 	V	OTH
bị	V	OTH
xáo	V	OTH
trộn.càng	N	OTH
về	E	OTH
sau	N	OTH
các	L	OTH
triệu_chứng	N	OTH
dần	R	OTH
trở_nên	V	OTH
nặng	A	OTH
hơn	A	OTH
và	Cc	OTH
có_thể	R	OTH
xuất_hiện	V	OTH
các	L	OTH
triệu_chứng	N	OTH
khác	A	OTH

một_số	L	OTH
người	N	OTH
bắt_đầu	V	OTH
tin	V	OTH
những	L	OTH
điều	N	OTH
không	R	OTH
có	V	OTH
thật	A	OTH
(	CH	OTH
hoang_tưởng	N	OTH
)	CH	OTH
ví_dụ	C	OTH
như	C	OTH
tin	V	OTH
rằng	C	OTH
con_cái	N	OTH
đang	R	OTH
nói_xấu	V	OTH
tìm	V	OTH
cách	N	OTH
đầu_độc	N	OTH
mình	P	OTH
,	CH	OTH
hoặc	Cc	OTH
người	N	OTH
lạ	A	OTH
muốn	V	OTH
lấy	V	OTH
trộm	V	OTH
đồ	N	OTH

hoặc	Cc	OTH
thường	R	OTH
nghe	V	OTH
/	CH	OTH
nhìn	V	OTH
thấy	V	OTH
những	L	OTH
điều	N	OTH
thực_sự	A	OTH
đang	R	OTH
không	R	OTH
có	V	OTH
trước	N	OTH
mặt	N	OTH
bệnh_nhân	N	OTH
(	CH	OTH
ảo_giác	N	OTH
)	CH	OTH

dần_dần	R	OTH
họ	P	OTH
không	R	OTH
còn	V	OTH
tự	P	OTH
ăn	V	OTH
,	CH	OTH
tự	P	B-TC
đi_lại	V	I-TC
,	CH	OTH
tự_vệ	V	OTH
sinh	V	OTH
được	R	OTH
nữa	R	OTH
và	Cc	OTH
người_bệnh	N	OTH
cần	V	OTH
giúp_đỡ	V	OTH
trong	E	OTH
tất_cả	P	OTH
các	L	OTH
hoạt_động	N	OTH
hàng	N	OTH
ngày	N	OTH
của	E	OTH
họ	P	OTH

chính	T	OTH
những	L	OTH
thay_đổi	N	OTH
này	P	OTH
khiến	V	OTH
cho	E	OTH
không_chỉ	C	OTH
bản_thân	N	OTH
người_bệnh	N	OTH
mả	N	OTH
cả	P	OTH
người	N	OTH
chăm_sóc	V	OTH
cũng	R	OTH
cảm_thấy	V	OTH
trở_nên	V	B-TC
mệt_mỏi	A	I-TC
,	CH	OTH
bất_lực	A	B-TC

do_đó	C	OTH
,	CH	OTH
nếu	C	OTH
bạn	N	OTH
cần	V	OTH
sự	Nc	OTH
giúp_đỡ	V	OTH
có_thể	R	OTH
yêu_cầu	V	OTH
sự	N	OTH
hỗ_trợ	V	OTH
từ	E	OTH
bác_sĩ	N	OTH
tâm_thần	N	OTH
hoặc	Cc	OTH
đội_ngũ	N	OTH
tư_vấn	V	OTH
tâm_lý	N	OTH

#	M	OTH
#	CH	OTH
#	M	OTH
arfid	Nu	OTH

thật_sự	N	OTH
khó	A	OTH
xác_định	V	OTH
tỷ_lệ	N	OTH
này	P	OTH
là	V	OTH
bao_nhiêu	P	OTH
trong	E	OTH
cộng_đồng	N	OTH

nó	P	OTH
có_thể	R	OTH
rất	R	OTH
khác	A	OTH
nhau	N	OTH
ở	E	OTH
từng	P	OTH
quốc_gia	N	OTH
,	CH	OTH
chủng_tộc	N	OTH

ở	E	OTH
mỹ	Np	OTH
,	CH	OTH
một	M	OTH
nghiên_cứu	N	OTH
cho	V	OTH
thấy	V	OTH
có	V	OTH
khoảng	N	OTH
3%	M	OTH
trẻ	N	OTH
từ	E	OTH
8	M	OTH
–	CH	OTH
13	M	OTH
tuổi	N	OTH
mắc	V	OTH
phải	V	OTH
rối_loạn	V	OTH
này.những	Np	OTH
nghiên_cứu	V	OTH
khác	A	OTH
ở	E	OTH
mỹ	Np	OTH
và	Cc	OTH
canada	Np	OTH
cho	V	OTH
rằng	C	OTH
,	CH	OTH
con_số	N	OTH
này	P	OTH
có_thể	R	OTH
đạt	V	OTH
5	M	OTH
–	CH	OTH
15%	M	OTH

nhưng	C	OTH
cũng	R	OTH
có	V	OTH
nghiên_cứu	V	OTH
khác	A	OTH
cho	V	OTH
thấy	V	OTH
nó	P	OTH
chưa	R	OTH
tới	V	OTH
1%	M	OTH

thông_thường	A	B-TC
,	CH	OTH
arfid	Ny	OTH
gặp	V	OTH
ở	E	OTH
những	L	OTH
trẻ	N	OTH
<	CH	OTH
12	M	OTH
tuổi	N	OTH
,	CH	OTH
và	Cc	OTH
thường	R	OTH
là	V	OTH
nam_giới	N	OTH
hơn	A	OTH
nữ	N	OTH
giới.có	V	OTH
thể	R	OTH
bởi_vì	E	OTH
thói_quen	N	OTH
ăn_uống	V	OTH
,	CH	OTH
thực_phẩm	N	OTH
vùng	N	OTH
miền	N	OTH
cũng	R	OTH
như	C	OTH
phương_pháp	N	OTH
cho	E	OTH
con	N	OTH
ăn_ở	V	OTH
từng	R	OTH
nơi	N	OTH
khác	A	OTH
nhau	N	OTH
,	CH	OTH
do_đó	C	OTH
,	CH	OTH
không_thể	R	OTH
nói	V	OTH
chính_xác	A	OTH
về	E	OTH
tần_suất	N	OTH
thường	R	OTH
gặp	V	OTH
của	E	OTH
arfid.người	N	OTH
ta	P	OTH
thấy	V	OTH
rằng	C	OTH
,	CH	OTH
arfid	Ny	OTH
có_thể	R	OTH
kéo_dài	V	OTH
liên_tục	A	OTH
từ	E	OTH
bé	N	OTH
đến	E	OTH
khi	N	OTH
trưởng	N	OTH
thành.những	N	OTH
trẻ	A	OTH
bị	V	OTH
rối_loạn	V	OTH
ăn_uống	V	OTH
hạn_chế	V	OTH
/	CH	OTH
hạn_chế	V	OTH
ăn	V	OTH
rất	R	OTH
ít	A	OTH
và	Cc	OTH
/	CH	OTH
hoặc	Cc	OTH
tránh	V	OTH
ăn	V	OTH
một_số	L	OTH
thực_phẩm	N	OTH
nhất_định	A	OTH

họ	P	OTH
có_thể	R	OTH
ăn	V	OTH
ít	A	OTH
đến	T	OTH
mức	N	OTH
giảm	V	OTH
một	M	OTH
lượng	N	OTH
cân	N	OTH
nặng	A	OTH
đáng_kể	A	OTH

trẻ	N	OTH
bị	V	OTH
rối_loạn	V	OTH
có_thể	R	OTH
không	R	OTH
phát_triển	V	OTH
như	C	OTH
mong_đợi	V	OTH

bmi	N	OTH
của	E	OTH
những	L	OTH
trẻ	N	OTH
8	M	OTH
–	CH	OTH
18	M	OTH
tuổi	N	OTH
bị	V	OTH
arfid	Ny	OTH
thường	R	OTH
rơi	V	OTH
vào	V	OTH
mức	N	OTH
rất	R	OTH
thấp	A	OTH
,	CH	OTH
chỉ	R	OTH
khoảng	N	OTH
16	M	OTH
kg	Nu	OTH
/	CH	OTH
m2	Nu	OTH

ngoài_ra	X	OTH
,	CH	OTH
mật_độ	N	OTH
xương_cốt	N	OTH
của	E	OTH
những	L	OTH
trẻ	N	OTH
bị	V	OTH
rối_loạn	V	OTH
này	P	OTH
thường	R	OTH
kém	A	OTH
,	CH	OTH
có_thể	R	OTH
bị	V	OTH
còi	N	OTH
xương.thiếu	Np	OTH
hụt	V	OTH
dinh_dưỡng	N	OTH
,	CH	OTH
vi_chất	N	OTH
ở	E	OTH
trẻ	N	OTH
là	V	OTH
phổ_biến	V	OTH
và	Cc	OTH
có_thể	R	OTH
nặng	A	OTH
đến	E	OTH
mức	N	OTH
trở_nên	V	OTH
đe_doạ	V	OTH
tính	N	OTH
mạng.do	Np	OTH
vấn_đề	N	OTH
của	E	OTH
trẻ	N	OTH
với	E	OTH
việc	N	OTH
ăn_uống	V	OTH
,	CH	OTH
những	L	OTH
trẻ	N	OTH
mắc	V	OTH
chứng	N	OTH
rối_loạn	V	OTH
này	P	OTH
có_thể	R	OTH
gặp	V	OTH
khó_khăn	A	OTH
khi	N	OTH
tham_gia	V	OTH
các	L	OTH
hoạt_động	N	OTH
xã_hội	N	OTH
bình_thường	A	OTH

chẳng_hạn	X	OTH
như	C	OTH
ăn_uống	V	OTH
và	Cc	OTH
duy_trì	V	OTH
mối	N	OTH
quan_hệ	N	OTH
với	E	OTH
người	N	OTH
khác	A	OTH

ngoài_ra	X	OTH
,	CH	OTH
những	L	OTH
trẻ	N	OTH
bị	V	OTH
arfid	Ny	OTH
thường	R	OTH
có	V	OTH
kèm	V	OTH
các	L	OTH
rối_loạn	V	OTH
tâm_thần	N	OTH
khác	A	OTH
như	C	OTH
:	CH	OTH
rối_loạn	Np	OTH
lo_âu	V	OTH
,	CH	OTH
rối_loạn	V	OTH
trầm	A	OTH
cảm.những	N	OTH
triệu_chứng	N	OTH
về	E	OTH
tiêu_hoá	V	OTH
(	CH	OTH
tiêu_chảy	N	OTH
,	CH	OTH
táo_bón	N	OTH
)	CH	OTH

nuốt	N	B-TC
sặc	V	I-TC
,	CH	OTH
nôn	V	B-TC
ói	V	OTH
cũng	R	OTH
hay	C	OTH
gặp.đôi	V	OTH
khi	N	OTH
còn	R	OTH
có	V	OTH
trẻ	N	OTH
bị	V	OTH
dị_ứng	V	OTH
thức	V	OTH
ăn.lên	Np	OTH
đến	E	OTH
1/3	M	OTH
số	N	OTH
trẻ	A	OTH
bị	V	OTH
arfid	Ny	OTH
phải	V	OTH
nhập_viện	V	OTH
vì	E	OTH
các	L	OTH
rối_loạn	V	OTH
dinh_dưỡng	N	OTH
trở	V	OTH
ảnh_hưởng	V	OTH
nặng_nề	A	OTH
lên	E	OTH
cơ_thể	N	OTH
chúng	P	OTH

#	I	OTH
#	CH	OTH
#	CH	OTH
ám_ảnh	V	OTH
sợ	V	OTH
chuyên_biệt	A	OTH

3.1	M	OTH
triệu_chứng	N	OTH
tổng_quát	V	OTH
của	E	OTH
ám_ảnh	V	OTH
sợcác	N	OTH
triệu_chứng	N	OTH
thực_thể	A	OTH
:	CH	OTH

trái_tim	N	B-TC
đua	V	I-TC
xe	N	I-TC

khó	A	B-TC
thở	V	I-TC

run_rẩy	V	B-TC
hoặc	Cc	OTH
run_rẩy	V	OTH

đổ	V	B-TC
mồ_hôi	N	I-TC

buồn_nôn	N	B-TC

khô	V	B-TC
miệng	N	I-TC

đau	V	B-TC
ngực	N	I-TC
hoặc	Cc	OTH
đau	V	OTH
thắt	V	OTH

triệu_chứng	N	B-TC
cảm_xúc	N	I-TC
:	CH	OTH

cảm_thấy	V	OTH
lo_lắng	V	OTH
quá	R	OTH
mức	N	OTH
hoặc	Cc	OTH
sợ_hãi	A	OTH

biết	V	B-TC
rằng	C	OTH
nỗi	Nc	OTH
sợ	V	OTH
của	E	OTH
bạn	N	OTH
là	V	OTH
phi_lý	N	OTH
,	CH	OTH
nhưng	C	OTH
cảm_thấy	V	OTH
bất_lực	A	OTH
để	E	OTH
vượt	V	OTH
qua	R	OTH
nó	P	OTH

sợ	V	B-TC
mất	V	I-TC
kiểm_soát	V	I-TC

cảm_thấy	N	OTH
cần	V	OTH
phải	V	OTH
thoát	V	OTH
ra	R	OTH

3.2	M	OTH
tiêu_chuẩn	N	OTH
chẩn	V	OTH
đoáncẩm	V	OTH
nang	N	OTH
chẩn_đoán	V	OTH
và	Cc	OTH
thống_kê	V	OTH
rối_loạn	Np	OTH
tâm_thần	Np	OTH
(	CH	OTH
dsm-5	Ny	OTH
)	CH	OTH
đề_nghị	V	OTH
7	M	OTH
tiêu_chí	N	OTH
chẩn_đoán	V	OTH
cho	E	OTH
các	L	OTH
nỗi	Nc	OTH
ám_ảnh	V	OTH
cụ_thể	A	OTH
:	CH	OTH

sợ_hãi	V	B-TC
hoặc	Cc	OTH
lo_âu	V	OTH
về	E	OTH
một	M	OTH
đối_tượng	N	OTH
hoặc	Cc	OTH
tình_huống	N	OTH
đặc_biệt	A	OTH
(	CH	OTH
ví_dụ	C	OTH
:	CH	OTH
đi	V	B-TC
máy_bay	N	I-TC
,	CH	OTH
sợ	V	B-TC
độ	N	I-TC
cao	A	I-TC
,	CH	OTH
sợ	V	B-TC
động_vật	N	I-TC
,	CH	OTH
sợ	V	B-TC
tiêm	V	I-TC
thuốc	N	I-TC
,	CH	OTH
nhìn	V	OTH
thấy	V	OTH
máu	N	OTH
)	CH	OTH

ở	E	B-TC
trẻ_em	N	I-TC
,	CH	OTH
sợ_hãi	A	OTH
hoặc	Cc	OTH
lo_âu	V	OTH
có_thể	R	OTH
biểu_hiện	V	OTH
bằng	E	OTH
khóc	V	OTH
,	CH	OTH
cáu_kỉnh	N	B-TC
,	CH	OTH
bất_động	V	B-TC
(	CH	OTH
freezing	X	OTH
)	CH	OTH
,	CH	OTH
giữ	V	OTH
chặt	A	OTH
vật	N	OTH
gì	P	OTH
hoặc	Cc	OTH
bám	V	OTH
vào	E	OTH
ai	P	OTH
đó	P	OTH
(	CH	OTH
clinging	N	OTH
)	CH	OTH

các	L	OTH
đối_tượng	N	OTH
hoặc	Cc	OTH
tình_huống	N	OTH
gây	V	OTH
ám_ảnh	V	OTH
sợ	V	OTH
hầu_hết	R	OTH
luôn	R	OTH
kích_thích	V	OTH
gây	V	OTH
sợ_hãi	A	OTH
và	Cc	OTH
lo_âu	V	OTH
ngay_lập_tức	R	OTH

các	L	OTH
đối_tượng	N	OTH
hoặc	Cc	OTH
tình_huống	N	OTH
gây	V	OTH
ám_ảnh	V	OTH
sợ	V	OTH
gây	V	OTH
ra	V	OTH
né_tránh	V	OTH
hoặc	Cc	OTH
chịu_đựng	V	OTH
với	E	OTH
sự	N	OTH
sợ_hãi	V	OTH
hoặc	Cc	OTH
lo_âu	V	OTH
mạnh_mẽ	A	OTH

sợ_hãi	V	B-TC
và	Cc	OTH
lo_âu	V	OTH
không	R	OTH
tương_xứng	A	OTH
với	E	OTH
sự	Nc	OTH
nguy_hiểm	N	OTH
thực_sự	A	OTH
của	E	OTH
đối_tượng	N	OTH
hoặc	Cc	OTH
tình_huống	N	OTH
gây	V	OTH
ám_ảnh	V	OTH
sợ	V	OTH
và	Cc	OTH
bối_cảnh	N	OTH
văn_hoá	N	OTH
xã_hội	N	OTH

sợ_hãi	V	B-TC
,	CH	OTH
lo_âu	V	B-TC
,	CH	OTH
né_tránh	V	B-TC
dai_dẳng	A	I-TC
,	CH	OTH
kéo_dài	V	OTH
ít_nhất	X	OTH
6	M	OTH
tháng	N	OTH

sự	Nc	B-TC
sợ_hãi	A	I-TC
,	CH	OTH
lo_âu	V	B-TC
,	CH	OTH
né_tránh	V	OTH
dai_dẳng	A	OTH
gây	V	OTH
đau_khổ	A	OTH
hoặc	Cc	OTH
suy_giảm	V	OTH
rõ_rệt	A	OTH
chức_năng	N	OTH
xã_hội	N	OTH
,	CH	OTH
nghề_nghiệp	N	OTH
hoặc	Cc	OTH
các	L	OTH
lĩnh_vực	N	OTH
quan_trọng	A	OTH
khác	A	OTH

rối_loạn	N	OTH
không_thể	R	OTH
giải_thích	V	OTH
tốt	A	OTH
hơn	A	OTH
do	E	OTH
rối_loạn	V	OTH
tâm_thần	N	OTH
khác 	A	OTH

3.3	M	OTH
khi	N	OTH
nào	P	OTH
cần	V	OTH
điều_trị	V	OTH

một	M	OTH
nỗi	Nc	OTH
sợ_hãi	A	OTH
vô_lý	A	OTH
có_thể	R	OTH
là	V	OTH
một	M	OTH
sự	Nc	OTH
phiền_toái	A	OTH
–	CH	OTH
phải	V	OTH
đi_cầu	V	OTH
thang	N	OTH
bộ	N	OTH
thay_vì	V	OTH
thang_máy	N	OTH
hoặc	Cc	OTH
phải	V	OTH
đi	V	OTH
bộ	N	OTH
