#			M	OTH
#			CH	OTH
đen			A	I-TC
,			CH	OTH
tiêu			V	B-TC
máu			N	I-TC
đỏ			A	I-TC
:			CH	OTH

ở			E	OTH
những			L	OTH
trường_hợp		N	OTH
nặng			A	OTH
,			CH	OTH
khi			N	OTH
ổ			N	OTH
loét			A	OTH
đã			R	OTH
ăn			V	OTH
sâu			A	OTH
vào			E	OTH
dạ_dày			N	OTH
làm			V	OTH
cho			E	OTH
dạ_dày			N	OTH
chảy_máu		V	OTH
rỉ_rả			A	OTH
vào			E	OTH
đường			N	OTH
tiêu_hoá		V	OTH

khi			N	OTH
lượng			N	OTH
máu			N	OTH
ít			A	OTH
,			CH	OTH
máu			N	OTH
có_thể			R	OTH
được			V	OTH
tiêu_hoá		V	OTH
và			Cc	OTH
chúng_ta		P	OTH
đi_tiêu			V	B-TC
ra			R	I-TC
phân			N	I-TC
màu			N	I-TC
đen			A	I-TC
,			CH	OTH
dính			V	OTH
,			CH	OTH
mùi			N	OTH
tanh			A	OTH

trong			E	OTH
những			L	OTH
trường_hợp		N	OTH
hiếm			A	OTH
,			CH	OTH
chảy_máu		V	OTH
lượng			N	OTH
nhiều			A	OTH
,			CH	OTH
chúng_ta		P	OTH
có_thể			R	OTH
tiêu			V	B-TC
ra			R	I-TC
máu			N	I-TC
đỏ			A	I-TC

đây			P	OTH
là			V	OTH
những			L	OTH
triệu_chứng		N	OTH
báo_động		V	OTH

chúng_ta		P	OTH
cần			V	OTH
khám			V	OTH
bác_sĩ			N	OTH
ngay_lập_tức		R	OTH
khi			N	OTH
phát_hiện		V	OTH
những			L	OTH
triệu_chứng		N	OTH
này			P	OTH

#			M	OTH
#			CH	OTH
1			M	OTH

ở			E	OTH
giai_đoạn		N	OTH
đầu			N	OTH
,			CH	OTH
bệnh			N	OTH
đau			V	OTH
mắt_hột			N	OTH
gây			V	OTH
viêm			V	OTH
kết_mạc			N	OTH
(			CH	OTH
mắt			N	B-TC
sưng			A	I-TC
đỏ			A	I-TC
)			CH	OTH

các			L	OTH
triệu_chứng		N	OTH
sớm			A	OTH
bắt_đầu			V	OTH
xuất_hiện		V	OTH
trong			E	OTH
vòng			N	OTH
5-12			M	OTH
ngày			N	OTH
sau			E	OTH
khi			N	OTH
tiếp_xúc		V	OTH
với			E	OTH
vi_khuẩn		N	OTH

bao_gồm			N	OTH
ngứa			V	B-TC
nhẹ			A	I-TC
do			E	OTH
kích_ứng		V	OTH
mắt			N	OTH
và			Cc	OTH
mí			N	OTH
mắt			N	OTH
,			CH	OTH
chảy			V	B-TC
dịch			N	I-TC
vàng			N	I-TC
(			CH	OTH
ghèn			N	OTH
)			CH	OTH
từ			E	OTH
mắt			N	OTH

khi			N	OTH
nhiễm_trùng		V	OTH
tiến_triển		V	OTH
sẽ			R	OTH
gây			V	OTH
đau			V	B-TC
mắt			N	I-TC
và			Cc	OTH
mờ			A	B-TC
mắt			N	I-TC

nếu			C	OTH
không			R	OTH
được			V	OTH
điều_trị		V	OTH
,			CH	OTH
sẹo			N	OTH
có_thể			R	OTH
hình_thành		V	OTH
bên			N	OTH
trong			N	OTH
mí			N	OTH
mắt			N	OTH

điều			N	OTH
này			P	OTH
dẫn			V	OTH
đến			E	OTH
lông_mi			N	B-TC
mọc			V	I-TC
ngược			A	I-TC
vào			E	OTH
trong			E	OTH
mắt			N	OTH

khi			N	OTH
đó			P	OTH
,			CH	OTH
lông_mi			N	OTH
sẽ			R	OTH
dễ			A	OTH
chà			V	OTH
sát			A	OTH
vào			E	OTH
giác_mạc		N	OTH

sự			N	OTH
kích_thích		V	OTH
liên_tục		A	OTH
này			P	OTH
kèm			V	OTH
với			E	OTH
tình_trạng		N	OTH
viêm			V	OTH
làm			V	OTH
cho			E	OTH
giác_mạc		N	OTH
bị			V	OTH
đục			A	OTH

nó			P	OTH
có_thể			R	OTH
dẫn			V	OTH
đến			E	OTH
sự			Nc	OTH
xuất_hiện		V	OTH
của			E	OTH
loét			N	OTH
giác_mạc		N	OTH

cuối_cùng		A	OTH
hậu_quả			N	OTH
là			V	OTH
có_thể			R	OTH
giảm			V	OTH
thị_lực			N	OTH
một			M	OTH
phần			N	OTH
hoặc			Cc	OTH
hoàn_toàn		A	OTH

nếu			C	OTH
bạn			N	OTH
chỉ			R	OTH
bị			V	OTH
một			M	OTH
đợt			N	OTH
đau			V	OTH
mắt_hột			N	OTH
,			CH	OTH
thường			R	OTH
rất			R	OTH
ít			A	OTH
khi			N	OTH
gây			V	OTH
ra			V	OTH
ảnh_hưởng		V	OTH
đến			E	OTH
mắt			N	OTH

trong			E	OTH
trường_hợp		N	OTH
nếu			C	OTH
nhiễm_trùng		V	OTH
tái_phát		V	OTH
,			CH	OTH
bạn			N	OTH
có_thể			R	OTH
bị			V	OTH
các			L	OTH
biến_chứng		N	OTH
sẹo			N	OTH
và			Cc	OTH
mù			A	OTH
mắt			N	OTH

suy_giảm		V	OTH
thị_lực			N	OTH
một			M	OTH
phần			N	OTH
hay			C	OTH
hoàn_toàn		A	OTH
sẽ			R	OTH
ảnh_hưởng		V	OTH
đến			E	OTH
sinh_hoạt		N	OTH
của			E	OTH
bạn			N	OTH
và			Cc	OTH
những			L	OTH
người_thân		N	OTH
trong			E	OTH
gia_đình		N	OTH

biến_chứng		N	OTH
sẹo			N	OTH
xảy			V	OTH
ra			V	OTH
thường_xuyên		A	OTH
hơn			A	OTH
ở			E	OTH
phụ_nữ			N	OTH
so			V	OTH
với			E	OTH
nam_giới		N	OTH

điều			N	OTH
này			P	OTH
có_thể			R	OTH
phản_ánh		V	OTH
nguyên_nhân		N	OTH
do			E	OTH
sự			N	OTH
tiếp_xúc		V	OTH
thường_xuyên		A	OTH
với			E	OTH
trẻ			N	OTH
(			CH	OTH
ổ			N	OTH
nhiễm_trùng		N	OTH
chính			T	OTH
)			CH	OTH

tóm_lại			X	OTH
,			CH	OTH
nếu			C	OTH
bạn			N	OTH
có			V	OTH
những			L	OTH
triệu_chứng		N	OTH
sau			N	OTH
,			CH	OTH
bạn			N	OTH
cần			V	OTH
đi			V	OTH
khám			V	OTH
bác_sĩ			N	OTH
nhãn_khoa		N	OTH
ngay			T	OTH
nhé			T	OTH
:			CH	OTH

ngứa_mắt		N	B-TC
do			E	OTH
bị			V	OTH
kích_ứng		V	OTH

chảy			V	B-TC
nước_mắt		N	I-TC

cảm_thấy		V	OTH
đau			V	B-TC
mắt			N	I-TC
,			CH	OTH
giảm			V	B-TC
thị_lực			N	I-TC

nhạy_cảm		V	B-TC
với			E	I-TC
ánh_sáng		N	I-TC
như			C	OTH
sợ			V	B-TC
ánh_sáng		N	I-TC

mắt			N	B-TC
đỏ			A	I-TC

#			M	OTH
#			CH	OTH
2			M	OTH

viêm			N	OTH
màng			V	OTH
bồ_đào			N	OTH
có_thể			R	OTH
tiến_triển		V	OTH
đột_ngột		A	OTH
với			E	OTH
các			L	OTH
triệu_chứng		N	OTH
sau			N	OTH
:			CH	OTH

mắt			N	B-TC
sưng			A	I-TC
đỏ			A	I-TC
,			CH	OTH
có_thể			R	OTH
kèm			V	OTH
theo			V	OTH
đau			V	OTH
và			Cc	OTH
chảy			V	B-TC
nước_mắt		N	I-TC

rất			R	B-TC
nhạy_cảm		A	I-TC
với			E	I-TC
ánh_sáng		N	OTH
như			C	OTH
sợ			V	B-TC
ánh_sáng		N	I-TC

nhìn			V	B-TC
mờ			A	I-TC
do			E	OTH
giảm			V	OTH
thị_lực			N	OTH

hiện_tượng		N	OTH
ruồi			N	OTH
bay			V	OTH
:			CH	OTH
bạn			N	OTH
có_thể			R	OTH
thấy			V	B-TC
những			L	I-TC
đốm			N	I-TC
đen			A	I-TC
hoặc			Cc	I-TC
xám			A	I-TC
,			CH	OTH
sợi			Nc	OTH
mảnh			N	OTH
hoặc			Cc	OTH
giống			N	OTH
mạng_nhện		N	OTH

chúng			P	OTH
di_chuyển		V	OTH
trong			E	OTH
tầm			N	OTH
nhìn			V	OTH
của			E	OTH
bạn			N	OTH

đôi_khi			R	OTH
,			CH	OTH
những			L	OTH
chấm			N	OTH
này			P	OTH
trôi			V	OTH
hoặc			Cc	OTH
lướt			V	OTH
qua			E	OTH
khi			N	OTH
bạn			N	OTH
di_chuyển		V	OTH
mắt			N	OTH

ngoài_ra		X	OTH
một_số			L	OTH
thông_tin		N	OTH
sau			N	OTH
,			CH	OTH
bạn			N	OTH
cũng_nên		X	OTH
lưu_ý			V	OTH
vì			E	OTH
có_thể			R	OTH
giúp			V	OTH
bác_sĩ			N	OTH
định_hướng		V	OTH
nguyên_nhân		N	OTH
:			CH	OTH

tổn_thương		V	OTH
mắt			N	OTH
1			M	OTH
bên			N	OTH
hay			C	OTH
2			M	OTH
bên			N	OTH

bệnh			N	OTH
xảy			V	OTH
ra			V	OTH
lần			N	OTH
đầu			N	OTH
hay			C	OTH
tái_phát		V	OTH

diễn_tiến		V	OTH
cấp_tính		N	OTH
hay			Cc	OTH
mạn_tính		N	OTH
(			CH	OTH
kéo_dài			V	OTH
hơn			R	OTH
3			M	OTH
tháng			N	OTH
)			CH	OTH

đã			R	OTH
điều_trị		V	OTH
thuốc			N	OTH
gì			P	OTH
trước			E	OTH
đó			P	OTH

triệu_chứng		N	OTH
toàn_thân		N	OTH
đi			V	OTH
kèm			V	OTH
như			C	OTH
sốt			V	B-TC
,			CH	OTH
sụt			V	B-TC
cân			N	I-TC
,			CH	OTH
đau			V	B-TC
khớp			N	I-TC
,			CH	OTH
mệt_mỏi			A	B-TC
…			CH	OTH

khám_bác_sĩ		N	OTH
nhãn_khoa		N	OTH
ngay_lập_tức		R	OTH
nếu			C	OTH
bạn			N	OTH
nhận			V	OTH
thấy			V	OTH
bất_kỳ			A	OTH
triệu_chứng		N	OTH
nào			P	OTH
ở			E	OTH
trên			N	OTH

#			M	OTH
#			CH	OTH
3			M	OTH

hở			V	OTH
van			N	OTH
tim			N	OTH
biểu_hiện		V	OTH
nhiều			A	OTH
triệu_chứng		N	OTH
tuỳ_thuộc		V	OTH
vào			E	OTH
mức_độ			N	OTH
hở			V	OTH
và			Cc	OTH
diễn_tiến		V	OTH
,			CH	OTH
ảnh_hưởng		V	OTH
lên			R	OTH
chức_năng		N	OTH
của			E	OTH
tim			N	OTH

mức_độ			N	OTH
nhẹ			A	OTH
thường			R	OTH
không			R	OTH
triệu_chứng		N	OTH

mức_độ			N	OTH
hở			A	OTH
nặng			A	OTH
và			Cc	OTH
kéo_dài			V	OTH
có_thể			R	OTH
biểu_hiện		V	OTH
:			CH	OTH

hay			C	OTH
mệt_mỏi			A	B-TC
,			CH	OTH
khó			A	B-TC
thở			V	I-TC
,			CH	OTH
đặc_biệt		A	OTH
là			C	OTH
khi			N	B-TG
tăng_cường		V	I-TC
vận_động		V	I-TC

hồi_hộp			V	B-TC
,			CH	OTH
đánh_trống_ngực		V	B-TC
,			CH	OTH
tim			N	B-TC
đập			V	I-TC
nhanh			A	I-TC


rối_loạn		V	B-TC
nhịp			N	I-TC

choáng_váng		V	B-TC
khi			N	B-TG
thay_đổi		V	I-TC
tư_thế			N	I-TC

đau			V	B-TC
ngực			N	I-TC
,			CH	OTH
từ			E	OTH
âm_ỉ			A	OTH
nặng			A	OTH
ngực			N	OTH
cho			E	OTH
tới			V	OTH
đau_nhói		A	OTH
nhiều			A	OTH


phù			N	OTH
,			CH	OTH
dễ			A	OTH
thấy			V	OTH
ở			E	OTH
chân			N	OTH

huyết			N	OTH
khối			N	OTH
ở			E	OTH
các			L	OTH
cơ_quan			N	OTH

ho			V	B-TC
ra			V	I-TC
máu			N	I-TC


khó			A	B-TC
thở			V	I-TC
khi			N	B-TG
gắng_sức		V	I-TC
hoặc			Cc	OTH
khi			N	B-TG
nghỉ_ngơi		V	I-TC

ngất_xỉu		V	B-TC
hoặc			Cc	OTH
choáng_váng		A	B-TC

đánh_trống_ngực		V	B-TC
(			CH	OTH
cảm_nhận		V	OTH
rõ			A	OTH
nhịp			N	OTH
đập			V	OTH
của			E	OTH
tim			N	OTH
hoặc			Cc	OTH
cảm_thấy		V	OTH
tim			N	OTH
đập			V	OTH
“			N	OTH
mạnh			A	OTH
”			CH	OTH
)			CH	OTH

chóng_mặt		V	B-TC
khi			N	B-TG
ngồi			V	I-TC
hoặc			Cc	OTH
đứng			V	B-TG
lên			R	I-TC

mệt_mỏi			A	B-TC
do			E	OTH
gắng_sức		V	B-TG
hoặc			Cc	OTH
cảm_thấy		V	OTH
kiệt_sức		A	B-TC
khi			N	B-TG
vận_động		V	I-TC

phù			N	B-TC
chân			N	I-TC


cổ_cứng			N	B-TC

đau			N	B-TC
lan			V	I-TC
dọc			A	I-TC
theo			E	I-TC
bả_vai			N	I-TC
,			CH	OTH
cánh_tay		N	OTH

làm			V	OTH
gián_đoạn		V	B-TC
giấc_ngủ		N	I-TC
vào			E	OTH
giữa			N	B-TG
đêm			N	I-TC

gây			N	B-TC
đau_đầu			A	I-TC
,			CH	OTH
đặc_biệt		A	OTH
là			T	OTH
ở			E	OTH
phía			N	OTH
sau			N	OTH
đầu			N	OTH

đau			V	B-TC

trong			E	OTH
giai_đoạn		N	OTH
đầu			N	OTH
của			E	OTH
bệnh			N	OTH
,			CH	OTH
bạn			N	OTH
chỉ			R	OTH
có_thể			R	OTH
bị			V	OTH
đau			V	OTH
vào			E	OTH
buổi			N	OTH
sáng			N	OTH
do			E	OTH
hàng			N	OTH
giờ			N	OTH
không			R	OTH
hoạt_động		V	OTH
các			L	OTH
khớp			N	OTH
bị			V	OTH
ảnh_hưởng		V	OTH
có_thể			R	OTH
bị			V	OTH
đau			V	OTH
trong			E	OTH
hoặc			Cc	OTH
sau			E	OTH
khi			N	B-TG
vận_động		V	I-TC

cứng			N	B-TC
khớp			N	I-TC

độ			N	OTH
cứng			A	OTH
khớp			N	OTH
có_thể			R	OTH
thấy			V	OTH
rõ			A	OTH
nhất			A	OTH
khi			N	OTH
thức			V	OTH
dậy			V	OTH
hoặc			Cc	OTH
sau			E	OTH
khi			N	OTH
không			R	OTH
hoạt_động		V	OTH

mất			V	B-TC
tính			N	I-TC
linh_hoạt		A	I-TC

bạn			N	OTH
có_thể			R	OTH
không_thể		R	OTH
vận_động		V	OTH
cột_sống		N	OTH
một_cách		N	OTH
trơn_tru		A	OTH
,			CH	OTH
linh_hoạt		A	OTH
như			C	OTH
trước_đây		N	OTH

sưng			N	B-TC

điều			N	OTH
này			P	OTH
có_thể			R	OTH
được			V	OTH
gây			V	OTH
ra			V	OTH
bởi			E	OTH
viêm			N	OTH
mô			P	OTH
mềm			A	OTH
xung_quanh		N	OTH
khớp			N	OTH

chèn_ép			V	OTH
thần_kinh		N	OTH

yếu			N	OTH
hoặc			Cc	OTH
tê			P	OTH
ở			E	OTH
chân			N	OTH

cảm_giác		N	B-TC
ngứa			V	I-TC
ran			V	I-TC
ở			E	I-TC
chân			N	I-TC

một_số			L	OTH
trường_hợp		N	OTH
nặng			A	OTH
có_thể			R	OTH
ảnh_hưởng		V	OTH
đến			E	OTH
việc			N	OTH
tiêu			V	OTH
tiểu			V	OTH
không			R	OTH
tự_chủ			A	OTH

đau			V	B-TC
lưng			N	I-TC
do			E	OTH
thoái_hoá		N	OTH
khớp			N	OTH
cột_sống		N	OTH
thắt_lưng		N	OTH
thường			R	OTH
nặng			A	OTH
hơn			R	OTH
khi			N	B-TG
ngồi			V	I-TC
thẳng			A	I-TC
hoặc			Cc	OTH
đứng			V	OTH

nó			P	OTH
thường			R	OTH
cải_thiện		V	OTH
khi			N	OTH
bạn			N	OTH
nằm_xuống		V	OTH

một_số			L	OTH
người			N	OTH
bị			V	OTH
thoái_hoá		V	OTH
khớp			N	OTH
cột_sống		N	OTH
thắt_lưng		N	OTH
mà			C	OTH
không			R	OTH
có			V	OTH
bất_kỳ			A	OTH
triệu_chứng		N	OTH
nào			P	OTH


đau			V	B-TC
họng			N	I-TC
với			E	OTH
biểu_hiện		N	OTH
quấy			V	B-TC
khóc			V	I-TC
,			CH	OTH
bỏ			V	B-TC
bú			N	I-TC
,			CH	OTH
bỏ			V	B-TC
ăn			V	I-TC

nhìn			V	OTH
thấy			V	OTH
họng			N	B-TC
sưng			A	I-TC
đỏ			A	I-TC

ho			Np	B-TC
,			CH	OTH
có_thể			R	OTH
ho_khan			V	B-TC
hay_ho			V	B-TC
đàm			N	OTH

khàn			A	B-TC
tiếng			N	I-TC

sổ_mũi			N	B-TC
,			CH	OTH
nghẹt			V	B-TC
mũi			N	I-TC
,			CH	OTH
chảy			V	B-TC
nước_mũi		N	I-TC

sốt			N	B-TC

thở			V	B-TC
nhanh			A	I-TC

mệt_mỏi			A	B-TC
,			CH	OTH
ủ_rũ			A	B-TC
,			CH	OTH
lừ_đừ			A	B-TC

một_số			L	OTH
triệu_chứng		N	OTH
khác			A	OTH
như			C	OTH
nổi			R	B-TC
mẩn			A	I-TC
,			CH	OTH
phát_ban		V	B-TC
,			CH	OTH
tiêu_chảy		N	B-TC
,			CH	OTH
chảy			V	B-TC
dịch			N	I-TC
chảy			V	B-TC
mủ			N	I-TC
,			CH	OTH
…			CH	OTH
tuỳ			V	OTH
theo			V	OTH
mức_độ			N	OTH
nặng			A	OTH
,			CH	OTH
thời_gian		N	OTH
diễn_tiến		V	OTH
,			CH	OTH
…			CH	OTH
mà			C	OTH
các			L	OTH
nguyên_nhân		N	OTH
khác			A	OTH
nhau			N	OTH
có_thể			R	OTH
được			V	OTH
xem_xét			V	OTH

#			M	OTH
#			CH	OTH
8			M	OTH

viêm			N	OTH
xoang			N	OTH
thường			R	OTH
có			V	OTH
những			L	OTH
triệu_chứng		N	OTH
điển_hình		N	OTH
sau			N	OTH
đây			P	OTH
:			CH	OTH

nghẹt			V	B-TC
mũi			N	I-TC

ho			Np	B-TC

sốt			N	B-TC

đau_đầu			V	B-TC
,			CH	OTH
đau			V	B-TC
vùng			N	I-TC
mặt			N	I-TC

sưng			N	B-TC
nề			V	I-TC
vùng			N	I-TC
mặt			N	I-TC
hay			Cc	OTH
quanh			N	OTH
mắt			N	OTH

hiện_diện		V	OTH
mủ			N	OTH
trong			E	OTH
mũi			N	OTH
xoang			N	OTH

nếu			C	OTH
bạn			N	OTH
bị			V	OTH
viêm			V	OTH
mũi			N	OTH
xoang			N	OTH
,			CH	OTH
hốc			N	OTH
mũi			N	OTH
của			E	OTH
bạn			N	OTH
sẽ			R	OTH
bị			V	OTH
nghẹt			V	OTH
do			E	OTH
niêm_mạc		N	OTH
bị			V	OTH
phù_nề			A	OTH
và			Cc	OTH
sự			N	OTH
tạo			V	OTH
thành			V	OTH
của			E	OTH
dịch			N	OTH
mủ			N	OTH

chảy			V	B-TC
nước_mũi		N	I-TC
xanh			A	I-TC
hay			Cc	I-TC
vàng			A	I-TC
là			V	OTH
dấu_hiệu		N	OTH
của			E	OTH
nhiễm_trùng		N	OTH

viêm			N	OTH
xoang			N	OTH
thường			R	OTH
gây			V	OTH
đau			V	B-TC
ở			E	I-TC
trán			N	I-TC
,			CH	OTH
hàm			N	OTH
và			Cc	OTH
xung_quanh		N	OTH
mắt			N	OTH

trong			E	OTH
một_số			L	OTH
trường_hợp		N	OTH
ít			A	OTH
gặp			V	OTH
hơn			A	OTH
,			CH	OTH
bạn			N	OTH
có_thể			R	OTH
cảm_thấy		V	OTH
đau			V	B-TC
răng			P	I-TC

cảm_giác		N	OTH
đau			V	OTH
và			Cc	OTH
nghẹt			V	B-TC
mũi			N	I-TC
thường			R	OTH
nặng			A	OTH
hơn			R	OTH
khi			N	OTH
bạn			N	OTH
cúi			V	OTH
người			N	OTH
về			E	OTH
phía			N	OTH
trước			A	OTH

khứu_giác		N	OTH
thường			R	OTH
bị			V	OTH
ảnh_hưởng		V	OTH
,			CH	OTH
bạn			N	OTH
có_thể			R	OTH
hoàn_toàn		A	OTH
không			R	B-TC
ngửi			V	I-TC
được			R	I-TC
mùi			N	I-TC

#			M	OTH
#			CH	OTH
9			M	OTH

biểu_hiện		V	OTH
bệnh			N	OTH
lang_ben		N	OTH
bao_gồm			V	OTH
:			CH	OTH

ban_đầu			N	OTH
xuất_hiện		V	B-TC
các			L	I-TC
dát			N	I-TC
,			CH	OTH
chấm			N	B-TC
nhỏ			A	I-TC
có			V	I-TC
màu			N	I-TC
đỏ			A	I-TC
,			CH	OTH
màu			N	OTH
hồng			N	OTH
nâu			A	OTH
hoặc			Cc	OTH
màu			N	OTH
trắng			A	OTH


da			Np	OTH
bị			V	OTH
lang_ben		V	OTH
có_thể			R	OTH
bị			V	OTH
ngứa			V	B-TC
,			CH	OTH
nhất_là			X	OTH
khi			N	OTH
ra			V	B-TC
nhiều			A	I-TC
mồ_hôi			N	I-TC

giai_đoạn		N	OTH
khởi_phát		V	OTH
:			CH	OTH
từ			E	OTH
1			M	OTH
–			CH	OTH
2			M	OTH
ngày			N	OTH
với			E	OTH
các			L	OTH
triệu_chứng		N	OTH
như			C	OTH
trẻ			N	OTH
bị			V	OTH
sốt			V	B-TC
nhẹ			A	I-TC
,			CH	OTH
mệt_mỏi			A	B-TC
,			CH	OTH
đau			V	B-TC
họng			N	I-TC
,			CH	OTH
biếng			V	B-TC
ăn			V	I-TC
,			CH	OTH
tiêu_chảy		V	B-TC
vài			L	OTH
lần			N	OTH
trong			E	OTH
ngày			N	OTH

trẻ			N	OTH
nhỏ			A	OTH
có_thể			R	OTH
khó			A	B-TC
ngủ			V	I-TC
,			CH	OTH
quấy			V	B-TC
khóc			V	I-TC
,			CH	OTH
run			V	B-TC
chi			P	I-TC
,			CH	OTH
giật_mình		V	B-TC
nhiều			A	OTH
một_cách		N	OTH
bất_thường		A	OTH


loét			V	B-TC
miệng			N	I-TC
:			CH	OTH
vết			N	OTH
loét			V	OTH
đỏ			A	OTH
hay			C	OTH
phỏng			A	OTH
nước			N	OTH
đường_kính		N	OTH
2-3			M	OTH
mm			Nu	OTH
ở			E	OTH
trong			E	OTH
miệng			N	OTH
,			CH	OTH
lợi			N	OTH
,			CH	OTH
lưỡi			N	OTH

các			L	OTH
vết			N	OTH
loét			A	OTH
gây			V	OTH
đau			V	OTH
miệng			N	OTH
,			CH	OTH
khiến			V	OTH
trẻ			A	OTH
bỏ			V	B-TC
ăn			V	I-TC
,			CH	OTH
bỏ			V	B-TC
bú			N	I-TC
,			CH	OTH
tăng			V	B-TC
tiết			N	I-TC
nước_bọt		N	I-TC

phát_ban		V	B-TC
dạng			N	T-TC
phỏng			C	T-TC
nước			N	T-TC
:			CH	OTH
ở			E	OTH
lòng			N	OTH
bàn_tay			N	OTH
,			CH	OTH
lòng			N	OTH
bàn_chân		N	OTH
,			CH	OTH
gối			N	OTH
,			CH	OTH
mông			N	OTH


vàng			Np	B-TC
da			N	I-TC
,			CH	OTH
vàng			N	B-TC
mắt			N	I-TC

đau			V	B-TC
bụng			N	I-TC

mệt_mỏi			A	B-TC
và			Cc	OTH
yếu_đuối		A	B-TC

buồn_nôn		Np	B-TC

sụt			Np	B-TC
cân			V	I-TC

#			N	OTH
12			M	OTH

ho			Np	B-TC
kéo_dài			V	OTH
trên			E	OTH
2			M	OTH
tuần			N	OTH
(			CH	OTH
ho_khan			N	B-TC
,			CH	OTH
ho			N	B-TC
có			V	I-TC
đờm			N	I-TC
,			CH	OTH
ho			V	B-TC
ra			V	I-TC
máu			N	I-TC
)			CH	OTH
là			V	OTH
triệu_chứng		N	OTH
nghi			V	OTH
lao			N	OTH
quan_trọng		A	OTH
nhất			R	OTH

lúc			N	OTH
đầu			N	OTH
có_thể			R	OTH
ho_khan			V	B-TC
,			CH	OTH
ho			V	B-TC
dai_dẳng		A	I-TC
,			CH	OTH
thường			R	OTH
vào			E	B-TG
buổi			N	I-TC
sáng			N	I-TC

dần_dần			R	OTH
,			CH	OTH
sau			E	OTH
cơn			Nc	OTH
ho			N	OTH
có_thể			R	OTH
có			V	B-TC
đàm			N	I-TC
nhớt			N	I-TC
,			CH	OTH
đàm			N	OTH
mủ			N	OTH
,			CH	OTH
lượng			N	OTH
đàm			N	OTH
tăng			V	OTH
và			Cc	OTH
thành			V	OTH
mủ			N	OTH

ho			V	B-TC
ra			V	I-TC
máu			N	I-TC
:			CH	OTH
khi			N	OTH
bệnh			N	OTH
đã			R	OTH
đến			V	OTH
giai_đoạn		N	OTH
nặng			A	OTH

mệt_mỏi			A	B-TC
:			CH	OTH
mệt_mỏi			A	B-TC
về			E	OTH
tinh_thần		N	OTH
và			Cc	OTH
thể_xác			N	OTH
,			CH	OTH
không			R	OTH
giảm			V	OTH
khi			N	OTH
nghỉ_ngơi		V	OTH
và			Cc	OTH
tăng			V	OTH
dần			R	OTH
vào			E	OTH
buổi			N	OTH
chiều			N	OTH
